"last_name, first_name",player_id,year,k_percent,bb_percent,p_out,p_win,p_shutout,p_era,p_opp_batting_avg,p_total_strike,z_swing_miss_percent,oz_swing_miss_percent,pitch_count_fastball,pitch_count_breaking,in_zone_percent,whiff_percent,f_strike_percent,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,ch_avg_speed,ch_avg_spin,cu_avg_speed,cu_avg_spin,si_avg_speed,si_avg_spin,fc_avg_speed,fc_avg_spin,fs_avg_speed,fs_avg_spin,st_avg_speed,st_avg_spin,fastball_avg_speed,fastball_avg_spin
"Pressly, Ryan",519151,2024,23.8,7.4,170,2,0,3.49,,631,15.0,52.6,340,521,49.6,26.9,62.7,93.8,2557.0,28.9,89.6,2743.0,89.5,2071.0,82.4,3258.0,93.6,2411.0,,,,,,,93.8,2549
"Jay, Tyler",664079,2024,16.7,16.7,23,0,0,4.7,,97,19.3,31.6,126,0,54.2,22.4,61.1,91.7,1994.0,,,,,,,,93.1,1865.0,89.1,2177.0,,,82.0,2326.0,91.9,1960
"Pearson, Nate",663878,2024,26.0,7.4,199,2,0,4.48,,686,18.9,51.5,505,553,52.0,27.8,64.9,97.7,2254.0,40.7,87.9,2521.0,,,80.9,2672.0,97.3,2124.0,,,88.3,617.0,,,97.7,2249
"Baumann, Mike",657508,2024,22.0,10.6,175,3,0,5.55,,677,16.2,46.2,435,612,50.4,24.5,57.6,96.5,2285.0,23.9,92.1,2371.0,89.1,2130.0,87.8,2342.0,96.3,1986.0,,,,,,,96.5,2284
"Nicolas, Kyle",693312,2024,22.5,13.1,164,2,0,3.95,,571,18.6,50.8,523,427,45.7,28.2,57.6,97.4,2377.0,22.0,90.9,2476.0,,,85.6,2526.0,,,,,,,,,97.4,2377
"Sammons, Bryan",676614,2024,17.3,8.7,82,1,0,3.62,,253,12.8,43.8,242,29,49.5,23.3,70.2,91.5,2121.0,,,,81.3,1148.0,75.9,2231.0,,,86.8,2166.0,,,80.1,2391.0,89.6,2139
"Quijada, José",650671,2024,28.6,20.2,58,2,0,3.26,,216,24.6,55.8,358,5,43.5,33.7,48.8,93.9,2230.0,1.3,81.4,2431.0,84.9,1612.0,,,93.3,2152.0,,,,,,,93.9,2230
"Kerkering, Orion",689147,2024,28.8,6.6,189,5,0,2.29,,708,19.0,49.0,482,0,52.2,27.8,60.3,97.6,2355.0,,,,,,,,96.4,2219.0,,,,,86.2,2899.0,97.2,2308
"Vieira, Thyago",600986,2024,22.0,14.7,114,0,0,5.21,,454,17.5,44.7,465,266,50.9,24.8,59.3,97.7,2282.0,36.1,88.3,2294.0,91.9,1868.0,,,97.1,2225.0,,,,,,,97.3,2246
"Treinen, Blake",595014,2024,30.4,6.0,140,7,0,1.93,,490,14.7,50.4,453,0,49.5,27.9,65.8,94.3,2437.0,,,,,,,,94.6,2294.0,90.8,2533.0,,,83.9,2548.0,93.6,2383
"Gallegos, Giovanny",606149,2024,22.3,10.6,62,2,0,6.53,,247,13.2,56.9,177,197,46.1,26.7,67.0,92.2,2313.0,49.1,83.6,2283.0,86.5,1651.0,,,92.4,2269.0,,,,,,,92.2,2312
"Peguero, Elvis",665625,2024,20.7,11.9,154,7,0,2.98,,535,13.1,51.3,409,420,46.4,27.7,63.1,,,50.5,90.1,2618.0,,,69.1,1928.0,96.8,1871.0,,,,,,,96.8,1871
"Pinto, Ricardo",620982,2024,13.6,8.5,32,0,0,10.97,,133,12.5,45.5,115,24,44.1,22.9,54.2,93.8,2064.0,10.9,84.9,2187.0,,,,,92.2,1966.0,,,85.0,1397.0,81.0,2161.0,92.5,1980
"Soriano, George",666277,2024,22.1,9.9,88,1,0,6.75,,328,14.9,52.2,223,205,49.7,25.5,64.9,94.1,2124.0,39.5,84.0,2698.0,88.4,1813.0,,,,,,,,,,,94.1,2124
"Gil, Luis",661563,2024,26.8,12.1,455,15,0,3.5,,1621,21.6,46.5,1299,691,47.2,29.0,54.8,96.6,2438.0,25.9,87.5,2506.0,91.6,1721.0,,,97.7,2545.0,,,,,,,96.6,2438
"Miller, Mason",695243,2024,41.8,8.4,195,2,0,2.49,,693,29.1,60.3,646,358,50.8,40.1,65.0,100.9,2508.0,35.0,87.5,2260.0,92.4,1891.0,,,,,,,97.6,2264.0,,,100.9,2508
"Bubic, Kris",663460,2024,32.2,4.1,91,1,0,2.67,,326,22.8,47.3,220,1,54.8,30.5,62.2,93.0,2364.0,0.2,87.1,2592.0,85.2,1781.0,,,92.2,2177.0,,,,,83.9,2617.0,93.0,2353
"Merryweather, Julian",657240,2024,18.9,12.2,45,1,0,6.6,,168,12.5,59.4,119,117,50.0,24.2,68.9,96.0,2236.0,43.0,84.7,2153.0,78.6,1376.0,,,,,,,,,81.7,2387.0,96.0,2236
"Wicks, Jordan",696136,2024,19.8,9.4,138,2,0,5.48,,534,15.3,38.8,495,103,45.7,23.4,63.2,92.5,2315.0,6.0,86.0,2605.0,82.2,1513.0,78.4,2797.0,91.7,2151.0,,,,,82.6,2740.0,92.4,2278
"Ramirez, Nick",598286,2024,7.9,11.1,40,0,0,6.08,,124,14.1,32.1,96,0,48.5,19.6,67.7,88.3,2179.0,,,,78.4,1548.0,,,87.6,2033.0,,,,,79.2,2398.0,87.6,2036
"Leahy, Kyle",681517,2024,17.3,5.2,146,1,0,4.07,,456,14.6,42.2,308,220,51.8,22.3,62.3,95.5,2273.0,25.3,89.9,2394.0,89.8,1580.0,81.6,2333.0,,,,,,,85.4,2563.0,95.5,2273
"Cole, Gerrit",543037,2024,25.4,7.4,285,8,0,3.41,,998,17.8,43.2,954,518,50.8,24.8,67.2,95.9,2362.0,15.1,88.3,2546.0,88.2,1457.0,82.5,2749.0,95.3,2257.0,91.4,2487.0,,,,,94.8,2392
"Brazobán, Huascar",623211,2024,23.5,11.5,155,1,0,3.83,,561,20.1,47.5,639,0,45.2,30.0,48.8,96.6,2199.0,,,,90.3,1956.0,,,96.2,2235.0,89.1,2362.0,,,,,93.9,2268
"Morejon, Adrian",670970,2024,26.1,7.7,191,3,0,2.83,,714,18.9,49.3,632,326,54.8,27.3,62.7,96.9,2487.0,29.8,86.0,2752.0,,,82.1,2710.0,97.4,2418.0,,,,,81.7,2708.0,97.2,2445
"McGreevy, Michael",700241,2024,20.9,2.3,69,3,0,1.96,,204,15.8,39.5,206,19,51.1,22.9,67.4,93.0,2209.0,,,,87.2,1630.0,79.8,2534.0,91.8,2141.0,88.9,2263.0,,,84.3,2425.0,91.7,2181
"Keuchel, Dallas",572971,2024,13.9,10.1,50,0,0,5.4,,168,10.5,40.5,220,3,39.3,20.4,55.7,,,1.0,78.6,2548.0,81.1,1707.0,,,88.1,2041.0,84.6,2320.0,,,,,87.4,2098
"Moore, Matt",519043,2024,19.5,12.4,145,5,0,5.03,,531,23.0,35.5,433,150,47.2,26.7,58.9,92.7,2249.0,,,,82.8,1924.0,82.1,2216.0,,,88.2,2243.0,,,,,92.7,2249
"Schreiber, John",670167,2024,20.5,8.9,155,4,0,3.66,,557,16.4,33.9,599,0,47.4,21.6,56.5,92.9,2111.0,,,,85.9,1659.0,,,92.0,2122.0,88.7,2321.0,,,81.1,2497.0,91.5,2167
"Rutledge, Jackson",671131,2024,26.5,5.9,25,0,0,3.24,,90,8.7,68.8,90,36,52.5,24.2,67.6,95.9,2396.0,23.0,83.7,1958.0,,,79.3,1511.0,95.2,2292.0,88.4,2191.0,85.2,1370.0,,,93.7,2292
"Moll, Sam",594580,2024,25.0,9.2,113,3,0,3.35,,399,19.2,42.3,415,0,51.0,25.6,64.0,93.3,2564.0,,,,85.3,1617.0,,,92.0,2333.0,,,,,81.3,2979.0,92.8,2466
"Lambert, Peter",663567,2024,17.9,10.4,184,2,0,5.72,,656,13.2,47.7,434,236,50.0,22.0,63.8,94.5,2234.0,18.8,86.9,2391.0,87.0,1462.0,77.9,2367.0,93.9,2235.0,90.0,2325.0,,,,,94.4,2236
"Winans, Allan",642216,2024,9.8,9.8,23,0,0,15.26,,97,18.6,52.9,57,0,58.5,26.3,63.4,90.0,2232.0,,,,82.8,1881.0,,,89.4,2228.0,,,,,79.1,2484.0,89.6,2230
"Erceg, Lucas",668674,2024,28.5,6.3,185,2,0,3.36,,616,22.1,47.8,495,264,48.0,31.0,60.2,98.6,2173.0,27.9,85.7,2060.0,91.0,2012.0,,,98.5,1907.0,,,,,,,98.6,2065
"Buttó, José",676130,2024,26.9,12.9,222,7,0,2.55,,709,18.1,49.4,666,158,36.9,32.0,53.4,94.2,2404.0,12.9,85.0,2614.0,87.1,1837.0,,,93.5,2174.0,,,,,82.7,2541.0,93.9,2307
"Yamamoto, Yoshinobu",808967,2024,28.5,6.0,270,7,0,3.0,,981,17.0,48.2,725,387,51.0,27.0,62.2,95.5,2158.0,3.2,86.4,2721.0,,,78.0,2700.0,94.7,2216.0,91.5,2363.0,90.2,1326.0,83.7,2765.0,95.0,2186
"Woo, Bryan",693433,2024,21.4,2.8,364,9,0,2.89,,1219,16.8,46.2,1235,164,58.3,23.6,73.1,94.8,2280.0,9.6,86.2,2224.0,89.6,1928.0,,,94.7,2212.0,,,,,82.2,2463.0,94.8,2258
"Green, Chad",643338,2024,21.9,6.7,160,4,0,3.21,,559,18.5,34.9,510,330,50.1,23.3,65.4,95.5,2460.0,39.3,87.7,2278.0,,,,,96.2,2103.0,91.5,2398.0,,,,,95.4,2459
"Diekman, Jake",518617,2024,27.6,16.6,96,2,0,5.63,,378,23.5,40.2,385,0,47.7,28.7,55.2,94.7,2299.0,,,,87.1,1687.0,,,94.2,2186.0,,,,,82.8,2858.0,94.6,2273
"Lopez, Jacob",682052,2024,17.4,15.2,31,0,0,5.23,,100,15.6,37.5,98,67,43.3,23.2,54.3,90.6,2134.0,37.6,77.9,2292.0,83.0,2148.0,,,,,87.1,2211.0,,,,,89.8,2153
"Herget, Kevin",643361,2024,20.9,7.0,34,0,0,1.59,,105,17.6,33.3,97,1,55.0,22.2,60.5,92.9,2209.0,0.7,83.4,2265.0,82.3,2111.0,,,,,86.9,2246.0,,,,,91.3,2219
"Soroka, Michael",647336,2024,24.2,12.7,239,0,0,4.74,,868,15.6,46.0,774,468,47.4,24.8,55.2,93.5,2528.0,32.5,82.0,2811.0,82.1,2211.0,,,92.3,2293.0,,,,,,,93.0,2434
"Spiers, Carson",686730,2024,19.5,6.6,272,5,0,5.46,,1014,13.6,44.4,985,13,53.3,21.4,62.7,92.4,2325.0,0.8,85.3,2476.0,86.7,1658.0,,,92.1,2167.0,87.8,2461.0,,,81.3,2739.0,91.1,2316
"Birdsong, Hayden",806185,2024,27.9,13.7,216,5,0,4.75,,820,18.3,52.5,619,513,44.9,29.8,55.2,95.8,2291.0,18.3,86.4,2485.0,88.1,1248.0,80.5,2867.0,,,,,,,,,95.8,2291
"Smyly, Drew",592767,2024,21.8,9.7,176,4,0,3.84,,646,15.3,49.3,522,494,49.6,25.2,62.6,90.1,2220.0,,,,,,80.0,2283.0,92.6,2160.0,88.6,2148.0,,,,,92.3,2159
"Mikolas, Miles",571945,2024,16.9,3.5,515,10,0,5.35,,1861,12.5,28.7,1378,971,56.7,16.4,72.4,93.2,2253.0,24.3,86.5,2322.0,85.6,1676.0,76.3,2520.0,92.4,2153.0,,,,,80.8,2385.0,92.8,2208
"Law, Derek",571882,2024,20.8,6.6,270,7,0,2.6,,888,16.0,50.8,835,463,47.1,28.6,60.8,95.1,2111.0,30.3,87.3,2294.0,88.0,1829.0,77.9,2137.0,94.7,2097.0,91.5,2288.0,,,,,92.8,2218
"Stone, Gavin",694813,2024,20.0,6.4,421,11,1,3.53,,1407,18.0,39.4,1133,409,49.2,24.7,62.1,94.9,2238.0,14.8,88.8,2084.0,87.5,1665.0,83.3,2319.0,95.3,2093.0,92.2,2341.0,,,87.7,2242.0,94.8,2189
"Reid-Foley, Sean",656887,2024,27.8,15.6,65,1,0,1.66,,240,23.4,47.6,261,48,48.1,29.4,58.9,94.9,2207.0,12.5,86.6,2129.0,88.7,1221.0,,,,,,,,,,,94.9,2207
"Hancock, Emerson",676106,2024,14.7,7.1,182,4,0,4.75,,664,17.6,33.6,693,106,51.1,21.9,63.9,93.4,2386.0,10.5,82.9,2209.0,86.5,1880.0,,,93.2,2323.0,86.3,2196.0,,,75.7,2297.0,92.7,2343
"Snead, Kirby",669912,2024,14.6,14.6,31,0,0,4.35,,113,18.9,40.7,119,42,46.7,26.3,72.9,92.6,2393.0,21.4,82.2,2703.0,87.0,2014.0,,,92.6,2303.0,,,,,,,92.6,2333
"Allen, Logan",671106,2024,18.3,9.5,292,8,0,5.73,,1041,14.0,40.1,1049,0,47.3,21.2,63.4,91.2,2139.0,,,,81.7,871.0,,,91.2,2051.0,85.3,2197.0,,,78.6,2246.0,89.8,2137
"Bush, Ky",681066,2024,12.6,18.4,53,0,0,5.6,,191,12.0,45.5,167,129,46.3,22.8,48.3,91.7,2150.0,24.4,82.5,2442.0,85.9,2062.0,73.4,2455.0,,,,,,,,,91.7,2150
"Nola, Aaron",605400,2024,24.0,6.1,598,14,1,3.57,,2090,15.9,42.6,1833,1049,47.6,25.2,66.6,92.5,2307.0,,,,85.7,1558.0,79.1,2604.0,91.5,2240.0,87.5,2288.0,,,,,91.3,2280
"Cannon, Jonathan",686563,2024,17.4,7.7,373,5,0,4.49,,1275,14.9,36.6,1207,0,47.8,21.8,59.8,94.3,2195.0,,,,85.7,1710.0,,,93.3,2084.0,90.2,2300.0,,,81.9,2594.0,92.5,2177
"Cueto, Johnny",456501,2024,12.0,6.0,34,0,0,7.15,,108,4.8,50.0,85,34,52.7,14.1,56.0,91.0,2110.0,19.8,85.6,2186.0,81.2,1255.0,78.4,2219.0,91.1,2041.0,87.2,2177.0,,,,,90.6,2069
"Rodríguez, Yariel",684320,2024,23.1,10.9,260,1,0,4.47,,930,16.3,45.2,778,581,46.3,25.7,56.0,93.9,2360.0,28.2,84.6,2719.0,,,78.3,2762.0,93.3,2296.0,,,88.9,1530.0,,,93.8,2347
"Sale, Chris",519242,2024,32.1,5.6,533,18,0,2.38,,1891,21.7,49.4,1280,1135,50.8,31.0,69.1,94.8,2240.0,40.3,78.6,2334.0,86.9,1881.0,,,93.9,2088.0,,,,,,,94.7,2215
"Bielak, Brandon",656232,2024,10.0,9.3,89,1,0,5.16,,301,12.0,30.3,242,53,45.5,17.2,54.3,91.9,2432.0,0.8,82.3,2371.0,87.4,2040.0,80.8,2434.0,92.1,2238.0,,,,,82.8,2452.0,92.0,2331
"Englert, Mason",669438,2024,17.2,5.4,65,1,0,5.4,,234,18.6,45.9,185,60,45.5,27.4,61.3,92.8,2196.0,16.4,84.5,2183.0,86.2,2054.0,,,91.1,2092.0,88.5,2200.0,,,,,91.3,2176
"Kelly, Kevin",687330,2024,22.7,3.2,212,5,0,2.67,,707,14.2,37.0,745,0,55.9,20.1,70.1,92.0,2179.0,,,,,,,,90.8,2167.0,87.8,2306.0,,,77.3,2574.0,90.5,2183
"Kelly, Michael",547184,2024,17.2,7.8,94,3,0,2.59,,309,14.1,41.2,153,62,51.1,22.3,66.1,95.1,2350.0,13.2,88.3,2686.0,88.1,2016.0,,,93.6,2115.0,,,,,83.2,2751.0,95.0,2346
"Gray, Josiah",680686,2024,20.5,11.4,25,0,0,14.04,,110,21.7,52.0,59,81,48.3,30.6,65.9,92.7,2096.0,37.5,87.2,1934.0,85.7,1550.0,81.6,2386.0,92.3,2036.0,,,,,82.1,2341.0,92.6,2075
"Harrison, Kyle",690986,2024,22.2,7.9,373,7,0,4.56,,1330,17.5,39.7,1203,1,51.0,23.6,57.1,92.6,2203.0,,,,84.8,1946.0,73.7,1784.0,92.7,2918.0,88.2,2165.0,,,,,92.5,2203
"Wacha, Michael",608379,2024,21.2,6.6,500,13,0,3.35,,1675,17.3,38.5,1311,452,50.8,23.3,64.4,93.6,2135.0,9.2,84.1,2041.0,81.2,1549.0,75.2,2261.0,93.6,2029.0,88.8,2091.0,,,,,92.5,2092
"Warren, Will",701542,2024,26.4,9.1,68,0,0,10.32,,281,11.7,48.6,280,0,44.1,25.8,63.6,93.8,2503.0,,,,86.3,1641.0,,,93.1,2405.0,86.6,2867.0,,,83.1,2960.0,93.0,2485
"Gómez, Yoendrys",672782,2024,18.5,13.0,34,0,0,3.97,,133,16.9,66.7,78,47,51.4,28.7,55.6,92.4,2349.0,11.7,84.9,2431.0,87.8,1807.0,80.6,2555.0,,,,,,,82.5,2553.0,92.4,2349
"Pallante, Andre",669467,2024,18.5,9.4,364,8,0,3.78,,1228,11.6,42.6,1357,577,49.8,19.8,60.1,94.5,2248.0,17.2,87.5,2371.0,,,79.5,2817.0,94.8,2123.0,,,,,,,94.6,2213
"Okert, Steven",595345,2024,20.6,10.0,106,3,0,5.09,,397,17.5,42.6,202,365,51.6,23.6,56.1,93.0,2199.0,59.3,81.0,2571.0,88.8,1851.0,,,92.9,2268.0,,,,,,,92.9,2218
"Contreras, Luis",664351,2024,23.1,7.7,18,0,0,9.0,,64,12.5,53.3,48,30,42.9,25.5,38.5,91.9,2566.0,24.8,87.1,2436.0,84.8,1634.0,79.4,2505.0,92.3,2496.0,,,,,79.5,2468.0,91.9,2565
"Kitchen, Austin",685116,2024,9.5,7.1,21,0,0,14.14,,101,6.1,18.2,76,18,50.6,9.9,64.3,90.2,1915.0,,,,83.4,1865.0,73.6,2374.0,90.8,1920.0,,,,,79.2,2313.0,90.7,1919
"McFarland, T.J.",519008,2024,16.6,7.2,170,2,0,3.81,,559,10.9,35.9,412,0,51.6,19.2,66.1,,,,,,81.4,1736.0,,,88.0,1966.0,82.2,2089.0,,,78.2,2379.0,88.0,1967
"Crochet, Garrett",676979,2024,35.1,5.5,438,6,0,3.58,,1622,25.5,51.5,2020,0,53.5,33.1,64.0,97.2,2500.0,,,,91.0,2082.0,,,97.9,2518.0,91.5,2603.0,,,84.2,2455.0,95.3,2535
"Boyd, Matthew",571510,2024,27.7,7.8,119,2,0,2.72,,434,20.6,50.5,324,170,48.4,29.7,64.5,92.0,2341.0,17.3,79.5,2490.0,80.9,1863.0,74.1,2364.0,91.8,2335.0,,,,,,,92.0,2339
"Estes, Joey",683155,2024,16.9,5.0,383,7,1,5.01,,1400,15.1,32.5,1133,276,56.1,19.2,66.4,92.4,2374.0,13.6,81.7,2481.0,84.8,1655.0,,,90.8,2209.0,86.4,2579.0,,,78.2,2605.0,92.2,2365
"Bradish, Kyle",680694,2024,32.5,9.2,118,2,0,2.75,,421,16.7,52.5,357,317,51.3,26.9,57.7,94.5,2397.0,29.8,88.2,2650.0,,,84.1,2626.0,95.3,2194.0,,,,,,,95.1,2245
"Hall, DL",669084,2024,22.3,10.7,129,1,0,5.02,,485,14.8,41.8,356,266,48.6,23.6,59.9,93.3,2133.0,14.1,84.6,2440.0,84.7,2079.0,79.7,2565.0,92.4,2082.0,88.9,2448.0,,,,,93.3,2135
"Lazar, Max",676661,2024,16.7,3.7,41,0,0,4.61,,140,10.7,43.3,167,47,51.9,20.0,61.1,93.7,2325.0,0.5,85.2,2446.0,,,80.3,2409.0,,,88.8,2362.0,,,,,92.3,2335
"Staumont, Josh",622251,2024,17.6,13.7,73,1,0,3.7,,261,12.5,56.1,156,264,47.6,25.9,59.8,94.2,2357.0,61.4,86.7,2577.0,,,79.2,2667.0,95.0,2214.0,,,,,,,94.9,2245
"Adon, Joan",672851,2024,12.5,8.3,32,0,0,6.75,,110,7.0,36.4,104,40,48.9,15.2,50.0,94.8,2174.0,10.7,87.0,2116.0,87.7,1938.0,82.5,2297.0,94.4,2112.0,,,,,,,94.6,2149
"Bird, Jake",656234,2024,16.8,13.5,120,2,0,4.5,,429,13.7,41.8,358,315,49.3,22.2,63.0,94.7,1971.0,28.4,85.5,2696.0,89.1,1969.0,81.7,2859.0,95.4,2025.0,91.6,2494.0,,,84.2,2740.0,94.9,2088
"Selby, Colin",681882,2024,17.9,14.3,21,0,0,2.57,,63,3.8,44.4,66,46,43.8,20.5,50.0,94.7,2163.0,19.6,88.2,2530.0,,,82.3,2700.0,95.5,2201.0,,,,,,,95.1,2183
"Fernandez, Ryan",681676,2024,24.9,11.2,200,1,0,3.51,,725,19.0,55.1,618,572,44.3,31.5,58.9,95.5,2172.0,48.1,87.3,2571.0,,,,,95.8,2037.0,90.1,2319.0,,,,,94.4,2200
"Hernandez, Jose E.",669796,2024,16.0,16.0,16,1,0,3.38,,60,21.9,66.7,30,59,56.2,34.1,62.5,93.1,2167.0,66.3,81.6,2112.0,,,,,,,,,,,,,93.1,2167
"Priester, Quinn",682990,2024,14.9,6.3,149,3,0,4.71,,536,15.4,37.3,364,344,49.4,22.2,56.6,93.1,2219.0,27.9,87.1,2462.0,88.5,1500.0,80.6,2657.0,93.1,2065.0,92.5,2456.0,,,,,93.1,2121
"Taylor, Troy",700187,2024,30.9,8.6,58,0,0,3.72,,207,20.2,51.2,188,0,48.8,29.6,63.0,97.0,2405.0,,,,88.8,1838.0,,,97.2,2393.0,,,,,84.2,2670.0,97.0,2405
"Sulser, Cole",642121,2024,22.7,13.6,49,1,0,2.76,,182,20.0,34.0,193,0,45.2,24.8,69.2,92.2,2338.0,,,,83.7,1649.0,,,,,87.4,2312.0,,,81.4,2474.0,91.0,2332
"Kremer, Dean",665152,2024,22.2,9.2,389,8,0,4.1,,1383,17.0,38.3,1522,248,49.9,23.3,62.6,93.4,2278.0,,,,,,77.0,2780.0,92.2,2104.0,86.9,2395.0,84.1,1017.0,,,91.0,2280
"Fleming, Josh",676596,2024,12.3,10.1,94,1,0,4.02,,327,17.3,21.1,339,33,39.8,18.8,56.5,,,,,,83.2,1561.0,77.9,2279.0,90.4,1767.0,87.2,1941.0,,,,,89.1,1837
"Snider, Collin",676092,2024,27.8,7.7,125,3,0,1.94,,461,25.7,41.6,422,0,50.3,30.2,74.3,94.2,2576.0,,,,,,,,94.6,2518.0,89.6,2634.0,,,82.4,2720.0,93.0,2587
"Luzardo, Jesús",666200,2024,21.2,8.0,200,3,0,5.0,,693,19.3,51.8,513,318,48.0,29.6,62.4,95.2,2213.0,29.4,83.5,2329.0,86.3,1929.0,,,95.0,2142.0,,,,,,,95.1,2195
"Burke, Brock",656271,2024,26.6,10.4,102,2,0,5.82,,388,24.9,42.5,330,149,55.5,29.1,68.0,95.8,2242.0,25.9,87.0,2235.0,88.9,2090.0,,,93.9,2033.0,,,,,,,95.6,2216
"Maton, Phil",664208,2024,22.6,9.1,192,3,0,3.66,,683,22.3,35.5,483,354,46.6,26.7,56.1,,,4.0,85.5,2734.0,,,74.7,3167.0,87.5,2263.0,88.7,2535.0,,,80.9,2692.0,88.5,2479
"Rasmussen, Drew",656876,2024,30.2,5.2,86,0,0,2.83,,312,19.7,54.8,434,0,51.9,31.4,73.3,97.4,2535.0,,,,,,,,96.2,2422.0,89.1,2779.0,,,85.4,2655.0,94.6,2572
"Mayza, Tim",641835,2024,14.4,7.7,128,0,0,6.33,,461,10.5,37.2,544,187,50.2,17.5,60.1,89.4,2021.0,25.6,86.9,2279.0,,,,,92.5,2057.0,90.4,2234.0,,,,,92.4,2063
"Lange, Alex",656638,2024,23.3,18.9,56,0,0,4.34,,218,12.9,67.2,132,218,42.2,33.3,72.2,96.4,2298.0,,,,89.9,1727.0,88.1,2257.0,96.2,2217.0,,,,,,,96.3,2244
"Quantrill, Cal",615698,2024,16.8,10.5,445,8,0,4.98,,1612,16.7,34.4,1407,325,47.5,21.6,62.7,94.1,2215.0,0.6,84.0,2453.0,84.8,1569.0,79.4,2431.0,93.7,2156.0,87.7,2369.0,86.5,1045.0,,,92.4,2226
"Jefferies, Daulton",641726,2024,16.4,5.5,44,0,0,9.82,,188,14.0,35.9,170,69,50.5,20.1,63.0,93.3,2369.0,24.6,82.2,2609.0,87.5,1607.0,,,93.0,2174.0,90.5,2370.0,,,,,92.5,2251
"Anderson, Chase",502624,2024,16.5,8.2,175,0,0,5.4,,630,21.0,32.2,512,41,49.4,23.8,57.6,93.6,2242.0,,,,83.9,2301.0,78.9,2188.0,92.8,2298.0,88.8,2439.0,,,80.5,2472.0,90.4,2376
"Festa, David",701581,2024,27.8,8.3,193,2,0,4.9,,713,19.7,45.6,442,349,48.3,28.4,63.9,94.7,2349.0,31.8,86.1,2564.0,88.4,1839.0,,,,,,,,,,,94.7,2349
"Poche, Colin",621363,2024,21.6,8.5,112,1,0,3.86,,339,17.3,40.0,370,173,49.2,23.4,56.3,91.2,2226.0,31.9,83.1,2446.0,,,,,,,,,,,,,91.2,2226
"Romero, JoJo",668941,2024,21.0,6.6,177,7,0,3.36,,577,13.3,52.4,450,312,48.9,25.4,66.3,95.1,2253.0,33.9,84.0,2736.0,85.9,1575.0,,,94.0,2113.0,91.4,2467.0,,,,,94.2,2142
"Peralta, Luis",678821,2024,28.6,10.2,37,0,0,0.73,,110,12.3,37.5,137,43,50.8,17.8,63.3,95.0,2201.0,,,,88.9,1544.0,82.1,2099.0,,,,,,,,,95.0,2201
"Kuhnel, Joel",669270,2024,12.8,0.0,30,0,0,4.5,,103,17.7,36.8,71,68,53.2,22.2,61.5,94.5,2169.0,41.1,89.5,2399.0,90.4,1545.0,81.3,2225.0,93.9,2087.0,,,,,,,94.3,2140
"Brown, Ben",676962,2024,28.8,8.6,166,1,0,3.58,,555,21.5,55.2,532,303,52.3,31.4,64.0,96.4,2222.0,,,,90.6,1666.0,86.5,2268.0,,,,,,,,,96.4,2222
"Blackburn, Paul",621112,2024,18.7,6.6,226,5,0,4.66,,755,15.8,40.6,668,124,46.5,23.5,58.9,91.9,2181.0,,,,85.7,1746.0,79.5,2551.0,91.2,2026.0,89.1,2423.0,,,81.3,2622.0,90.6,2240
"Festa, Matt",670036,2024,24.0,8.0,71,6,0,5.7,,268,23.9,32.7,257,0,54.5,26.2,64.6,91.9,2449.0,,,,,,,,,,89.5,2478.0,,,83.2,2638.0,90.9,2461
"Hill, Tim",657612,2024,10.7,6.5,201,4,0,3.36,,675,8.6,25.0,931,51,56.9,12.8,70.2,90.7,2157.0,5.2,82.2,2060.0,,,,,88.7,2096.0,,,,,,,89.2,2112
"Schwellenbach, Spencer",680885,2024,25.4,4.6,371,8,0,3.35,,1307,18.3,48.8,995,650,53.4,27.4,67.2,96.1,2265.0,19.9,87.3,2473.0,,,80.6,2398.0,95.1,2012.0,92.9,2368.0,84.5,1349.0,,,95.0,2264
"Severino, Luis",622663,2024,21.2,7.9,546,11,1,3.91,,1884,15.7,37.7,1975,201,50.9,22.0,63.5,96.2,2220.0,7.0,86.8,2544.0,86.1,1583.0,,,95.6,2090.0,92.6,2297.0,,,85.1,2592.0,95.5,2182
"Rea, Colin",607067,2024,18.9,6.0,503,12,0,4.29,,1725,15.3,30.9,1849,120,51.6,19.3,64.8,93.0,2174.0,,,,,,78.9,2136.0,92.3,2144.0,87.6,2191.0,86.6,1413.0,82.0,2206.0,91.2,2166
"Ortiz, Luis",682847,2024,19.2,7.6,407,7,0,3.32,,1376,14.5,40.7,1549,574,51.8,21.0,58.8,95.9,2277.0,26.8,85.8,2441.0,90.6,1764.0,,,94.9,2279.0,90.9,2403.0,,,,,94.2,2312
"Strider, Spencer",675911,2024,28.6,11.9,27,0,0,7.0,,115,18.8,66.7,91,79,49.4,33.0,69.0,96.3,2260.0,32.6,85.3,2249.0,85.3,2164.0,79.6,2589.0,,,,,,,,,96.3,2260
"Lynn, Lance",458681,2024,21.3,8.6,352,7,0,3.84,,1273,20.0,34.5,1758,127,47.2,24.1,62.6,92.3,2455.0,,,,84.8,1761.0,80.4,2527.0,91.1,2378.0,88.1,2647.0,,,82.0,2694.0,91.0,2489
