"last_name, first_name",player_id,year,k_percent,bb_percent,p_out,p_win,p_shutout,p_era,p_opp_batting_avg,p_total_strike,z_swing_miss_percent,oz_swing_miss_percent,pitch_count_fastball,pitch_count_breaking,in_zone_percent,whiff_percent,f_strike_percent,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,ch_avg_speed,ch_avg_spin,cu_avg_speed,cu_avg_spin,si_avg_speed,si_avg_spin,fc_avg_speed,fc_avg_spin,fs_avg_speed,fs_avg_spin,st_avg_speed,st_avg_spin,fastball_avg_speed,fastball_avg_spin
"Varland, Louis",686973,2022,19.8,5.7,78,1,0,3.81,,280,15.3,36.0,196,89,55.5,20.3,64.2,93.8,2206.0,18.7,89.0,2267.0,83.8,1511.0,82.3,2273.0,,,,,,,83.4,2346.0,93.8,2206
"Watkins, Spenser",657093,2022,13.7,6.5,316,5,0,4.7,,1064,13.1,38.4,1121,161,52.4,19.7,65.8,91.4,2262.0,0.1,78.3,2642.0,86.1,1647.0,76.8,2571.0,90.4,2052.0,87.1,2455.0,,,78.4,2588.0,89.6,2335
"Diekman, Jake",518617,2022,29.4,15.6,173,5,0,4.99,,704,22.9,55.0,747,0,46.3,33.1,61.9,95.7,2297.0,,,,86.4,1545.0,,,95.2,2168.0,,,,,81.4,2850.0,95.5,2252
"Matzek, Tyler",554431,2022,19.6,15.8,131,4,0,3.5,,437,19.9,39.4,547,166,44.0,26.1,57.1,94.0,2443.0,23.1,83.2,2808.0,,,77.7,2641.0,94.6,2883.0,,,,,,,94.1,2444
"Nelson, Nick",656793,2022,22.5,11.8,206,3,0,4.85,,727,21.7,46.8,518,334,47.8,28.7,58.8,96.3,1969.0,24.2,89.9,2265.0,87.9,1916.0,81.9,2231.0,91.4,1842.0,,,,,,,96.3,1968
"Leiter Jr., Mark",643410,2022,25.9,8.9,203,2,0,3.99,,678,16.7,48.9,603,237,44.2,29.2,59.6,91.1,1953.0,5.2,79.4,2211.0,,,73.2,2264.0,90.9,1909.0,87.4,2085.0,84.2,842.0,,,90.4,1957
"Ynoa, Huascar",660623,2022,21.6,16.2,20,0,0,13.5,,81,18.2,44.4,78,53,44.9,21.9,54.1,96.7,2008.0,36.1,85.1,2449.0,88.7,1751.0,,,95.8,2005.0,,,,,,,96.4,2007
"Mayers, Mike",594577,2022,20.2,8.1,152,1,0,5.68,,556,14.3,51.1,490,333,47.2,25.9,57.8,93.5,2293.0,34.8,84.4,2145.0,86.7,1574.0,77.2,2404.0,92.2,2171.0,88.3,2288.0,,,,,92.7,2290
"Rodón, Carlos",607074,2022,33.4,7.3,534,14,0,2.88,,1979,23.5,48.1,1826,1100,50.0,31.2,61.5,95.5,2352.0,31.1,85.4,2447.0,84.6,1757.0,79.8,2454.0,95.1,1689.0,,,,,,,95.5,2349
"Barraclough, Kyle",607457,2022,24.3,10.8,27,0,0,3.0,,86,29.2,57.1,76,63,46.0,37.7,59.5,92.9,2407.0,45.3,78.3,2403.0,,,,,,,88.8,2396.0,,,,,92.4,2406
"Scherzer, Max",453286,2022,30.6,4.2,436,11,0,2.29,,1480,21.0,50.7,1181,714,50.5,30.6,66.4,94.0,2387.0,23.7,85.0,2303.0,84.1,1399.0,75.0,2764.0,,,89.3,2394.0,,,,,93.2,2388
"Tapia, Domingo",593619,2022,13.3,15.6,51,0,0,8.47,,223,16.4,24.4,248,56,50.1,18.6,56.7,97.9,2273.0,15.4,88.0,2353.0,88.9,1781.0,,,97.4,2160.0,,,,,,,97.6,2203
"Hunter, Tommy",488984,2022,23.4,6.4,67,0,0,2.42,,241,19.9,33.3,297,51,52.4,23.8,70.2,93.7,2336.0,,,,88.3,1682.0,84.6,2701.0,93.2,2378.0,91.3,2423.0,,,,,92.2,2400
"Houck, Tanner",656557,2022,22.7,8.9,180,5,0,3.15,,576,18.5,50.3,488,375,45.8,29.2,52.0,95.3,2134.0,40.8,85.4,2556.0,,,,,94.5,2049.0,,,87.6,1656.0,,,94.8,2087
"Uelmen, Erich",657272,2022,17.2,9.8,81,2,0,4.67,,271,16.4,48.5,287,132,43.2,27.3,60.7,93.7,2148.0,28.5,83.0,2433.0,87.0,1956.0,,,93.4,2010.0,,,,,,,93.5,2082
"Chargois, JT",608638,2022,19.8,5.8,67,2,0,2.42,,228,14.5,40.7,206,128,53.0,23.2,67.4,95.3,2271.0,38.3,87.3,2550.0,,,,,96.5,2227.0,,,,,,,96.4,2230
"Buehler, Walker",621111,2022,21.2,6.2,195,6,1,4.02,,672,14.9,43.8,668,176,46.7,24.8,62.0,95.2,2267.0,,,,90.5,1550.0,79.2,2662.0,94.8,2161.0,91.5,2411.0,,,83.5,2673.0,93.7,2316
"Melancon, Mark",453343,2022,14.2,8.5,168,3,0,4.66,,559,13.3,41.2,583,282,50.2,20.8,62.9,91.7,2322.0,1.8,84.1,2314.0,,,81.7,2587.0,91.8,2327.0,90.9,2266.0,83.7,1831.0,,,90.9,2269
"Manning, Matt",666159,2022,18.3,7.2,189,2,0,3.43,,645,17.1,37.9,585,121,54.5,22.4,57.4,93.3,2058.0,1.7,82.9,2146.0,86.1,1367.0,79.7,2282.0,92.6,1909.0,,,,,83.8,2178.0,93.2,2038
"Megill, Trevor",656730,2022,25.0,8.7,135,4,0,4.8,,508,16.9,44.8,429,345,50.1,25.3,63.3,98.1,2448.0,13.7,88.5,2747.0,,,83.4,2759.0,98.8,1801.0,,,,,,,98.1,2446
"Peralta, Freddy",642547,2022,27.1,8.5,234,4,0,3.58,,831,23.8,41.7,743,469,45.7,29.9,58.0,92.6,2352.0,18.5,80.3,2125.0,85.9,1694.0,75.8,2067.0,,,,,,,,,92.6,2352
"Fedde, Erick",607200,2022,16.4,10.1,381,6,0,5.81,,1458,13.1,33.1,1635,667,47.9,18.4,61.4,89.6,1955.0,,,,86.0,1516.0,78.4,2390.0,92.6,1876.0,89.2,2123.0,,,78.4,2355.0,91.2,1977
"Rainey, Tanner",663432,2022,28.1,10.2,90,1,0,3.3,,336,28.7,46.8,367,151,50.9,33.8,56.3,97.0,2432.0,29.0,88.4,2383.0,89.1,1119.0,,,97.6,1360.0,,,,,,,97.0,2429
"Heasley, Jonathan",669169,2022,15.1,10.1,312,4,0,5.28,,1093,14.3,32.9,882,531,48.6,19.3,55.9,93.3,2322.0,12.5,85.6,2277.0,84.9,1871.0,78.5,2615.0,92.9,2350.0,,,,,,,93.3,2322
"Keller, Brad",641745,2022,16.5,9.2,419,6,0,5.09,,1419,11.6,45.4,1321,823,48.9,21.6,54.1,94.5,2409.0,36.2,86.9,2541.0,90.3,1618.0,,,93.4,2194.0,,,,,,,94.1,2324
"Wood, Alex",622072,2022,23.6,5.4,392,8,0,5.1,,1475,17.7,41.2,1019,804,50.4,25.0,63.4,91.9,2125.0,35.9,84.5,2067.0,85.7,1668.0,,,92.4,2040.0,,,,,,,92.4,2041
"Gallen, Zac",668678,2022,26.9,6.6,552,12,0,2.54,,1911,14.3,38.9,1847,670,47.2,23.0,64.6,94.1,2420.0,0.9,86.7,2513.0,86.2,1539.0,81.6,2515.0,94.7,2216.0,89.9,2424.0,,,,,93.1,2421
"González, Chi Chi",592346,2022,15.2,7.1,69,0,0,5.87,,243,11.9,20.4,191,128,51.3,14.4,67.7,92.7,2288.0,27.7,84.4,2553.0,85.5,1908.0,80.6,2478.0,92.1,2168.0,,,,,,,92.4,2240
"Espino, Paolo",502179,2022,18.9,4.9,340,0,0,4.84,,1205,14.6,37.8,899,487,49.8,21.4,58.7,88.5,2228.0,0.1,80.7,2622.0,83.6,1423.0,71.3,3006.0,,,,,,,77.7,2739.0,88.5,2228
"Brown, Hunter",686613,2022,27.5,8.8,61,2,0,0.89,,206,11.3,48.8,205,97,51.8,22.9,63.7,96.5,2262.0,,,,89.2,1438.0,83.3,2467.0,94.8,2196.0,93.2,2182.0,,,,,95.9,2246
"Díaz, Alexis",664747,2022,32.5,12.9,191,7,0,1.84,,681,26.8,54.6,683,373,46.2,36.5,61.1,95.7,2657.0,35.2,86.9,2750.0,,,81.4,2864.0,95.4,1938.0,,,,,,,95.7,2656
"Zeuch, T.J.",643615,2022,7.8,10.9,32,0,0,15.19,,147,14.9,18.2,151,67,46.4,15.9,59.4,91.9,2180.0,26.8,80.7,2041.0,85.6,1676.0,,,91.9,2130.0,86.2,2086.0,,,,,90.3,2120
"Kilian, Caleb",668873,2022,16.1,21.4,34,0,0,10.32,,129,13.7,26.1,211,21,45.5,16.7,53.6,94.6,2175.0,,,,88.0,1898.0,76.8,2407.0,93.6,2017.0,89.2,2168.0,,,,,92.6,2095
"Pivetta, Nick",601713,2022,22.6,9.4,539,10,0,4.56,,1983,17.5,40.4,2093,919,51.2,23.5,60.0,93.4,2310.0,2.8,83.0,2476.0,91.9,2329.0,77.2,2710.0,,,86.2,2294.0,87.0,1152.0,,,91.6,2306
"Ortiz, Luis",656814,2022,18.2,9.1,26,0,0,1.04,,77,25.6,28.6,58,48,49.2,26.7,63.6,95.1,2085.0,30.5,86.6,2422.0,86.0,1660.0,79.3,2677.0,93.9,2053.0,,,,,,,94.5,2071
"Romero, JoJo",668941,2022,25.4,14.9,49,0,0,4.96,,157,22.4,55.8,133,58,40.6,35.5,61.2,95.5,2220.0,21.4,84.0,2655.0,86.5,1560.0,,,95.2,2125.0,90.0,2321.0,,,,,95.2,2173
"Bradish, Kyle",680694,2022,21.8,9.0,353,4,0,4.9,,1222,13.6,48.8,973,850,48.7,23.6,57.8,94.6,2307.0,29.8,86.9,2483.0,89.9,1427.0,83.2,2517.0,95.3,2143.0,,,,,,,94.7,2292
"Kremer, Dean",665152,2022,17.0,6.6,376,8,1,3.23,,1284,15.1,37.5,1408,240,49.7,22.3,65.2,93.5,2235.0,,,,83.7,1581.0,76.5,2697.0,91.5,2130.0,88.0,2478.0,83.5,1560.0,,,90.9,2327
"Holmes, Clay",605280,2022,25.0,7.7,191,7,0,2.54,,629,18.4,52.3,784,64,47.2,29.8,56.0,,,6.6,88.3,2525.0,,,,,97.0,2208.0,,,,,84.9,2578.0,97.0,2208
"Lynn, Lance",458681,2022,24.2,3.7,365,8,0,3.99,,1329,21.9,44.5,1721,225,49.4,28.5,65.4,93.0,2448.0,2.5,86.0,2548.0,85.8,1872.0,82.0,2497.0,91.4,2299.0,88.8,2607.0,,,,,91.4,2472
"Weaver, Luke",596133,2022,21.8,7.5,107,1,0,6.56,,468,16.0,38.9,435,99,49.1,22.8,55.7,94.9,2377.0,4.4,87.1,2256.0,86.9,1664.0,82.4,2303.0,94.0,1983.0,,,,,,,94.9,2372
"Martin, Brett",656685,2022,18.9,8.5,150,1,0,4.14,,497,10.9,44.3,340,410,44.3,24.8,64.1,93.5,2149.0,18.1,86.8,2207.0,,,82.8,2250.0,93.5,2200.0,,,,,,,93.5,2189
"Robles, Hansel",570663,2022,18.9,12.6,74,1,0,5.84,,252,18.9,45.2,213,139,48.1,24.7,53.6,96.0,2308.0,32.9,88.7,2287.0,90.2,1607.0,,,95.6,2256.0,,,,,,,96.0,2306
"Bickford, Phil",641360,2022,27.1,5.7,183,2,0,4.72,,673,22.6,33.6,673,316,55.4,25.1,61.1,94.1,2361.0,31.9,83.3,2293.0,88.7,2185.0,,,,,,,,,,,94.1,2361
"Ray, Robbie",592662,2022,27.4,8.0,567,12,0,3.71,,1964,21.4,48.4,1834,1192,47.6,30.0,64.4,93.4,2284.0,37.2,87.2,2190.0,86.9,1759.0,79.7,2106.0,93.3,2188.0,,,,,,,93.4,2250
"Williams, Trevor",592866,2022,22.6,6.2,269,3,0,3.21,,896,14.9,45.1,921,302,47.5,23.9,68.5,91.2,2241.0,11.7,83.2,2248.0,84.4,1797.0,78.6,2256.0,89.0,1916.0,,,,,,,90.8,2179
"Anderson, Chase",502624,2022,22.3,14.6,72,2,0,6.38,,289,18.6,27.8,273,57,40.2,22.4,53.4,92.0,2163.0,3.9,85.0,2302.0,82.9,2274.0,77.8,2201.0,92.4,2167.0,90.2,2327.0,,,82.4,2295.0,91.5,2217
"Kirby, George",669923,2022,24.5,4.1,390,8,0,3.39,,1440,18.6,28.8,1460,465,55.0,21.2,67.7,95.3,2177.0,8.9,85.5,2185.0,86.0,1471.0,80.8,2179.0,94.7,2244.0,88.3,2149.0,,,,,94.0,2184
"Rogers, Tyler",643511,2022,15.4,7.2,227,3,0,3.57,,766,14.5,35.2,629,537,54.2,19.5,63.9,83.3,2006.0,46.1,72.1,2300.0,,,,,83.2,1928.0,,,,,,,83.2,1933
"Cisnero, José",542585,2022,21.9,18.1,75,1,0,1.08,,254,23.5,41.8,339,64,46.3,28.9,54.3,95.6,2457.0,14.9,83.6,2631.0,89.6,1761.0,,,95.1,2248.0,87.9,2477.0,,,,,94.3,2375
"Grove, Michael",675627,2022,18.0,7.5,88,1,0,4.6,,308,15.1,40.9,241,231,52.5,22.3,59.1,94.4,2182.0,20.1,85.0,2274.0,,,79.1,2559.0,,,,,,,,,94.4,2182
"Sheffield, Justus",656954,2022,13.7,11.8,35,1,0,3.86,,103,3.8,40.9,84,63,43.6,14.9,54.9,91.6,1971.0,35.2,81.6,2480.0,87.0,1755.0,,,91.7,1978.0,,,,,,,91.7,1976
"Fry, Paul",643316,2022,23.0,14.8,39,0,0,6.23,,143,24.3,35.7,77,116,48.7,27.6,52.5,91.6,2320.0,50.0,84.1,2711.0,91.3,2188.0,,,,,,,,,,,91.6,2320
"Curry, Xzavion",675540,2022,6.4,12.8,28,0,0,5.79,,93,18.8,42.1,97,58,43.6,25.4,57.4,92.1,2227.0,27.9,85.3,2455.0,87.6,1590.0,73.4,2427.0,,,,,,,,,92.1,2227
"Nogosek, Stephen",668665,2022,22.1,7.4,66,1,0,2.45,,246,16.3,43.5,274,33,52.8,22.8,62.1,95.0,2279.0,6.9,83.0,2320.0,87.3,1418.0,75.8,2309.0,,,89.1,2243.0,,,80.3,2456.0,92.4,2263
"Sánchez, Aníbal",434671,2022,16.4,11.3,208,4,0,4.28,,736,14.5,30.1,778,139,44.9,19.5,57.4,89.8,2063.0,5.7,83.0,2179.0,79.9,1470.0,75.4,1953.0,89.1,1921.0,87.2,2095.0,,,,,88.5,2036
"Hembree, Heath",592390,2022,15.9,15.9,66,3,0,7.36,,242,12.5,38.9,206,190,50.0,18.3,56.6,94.2,2320.0,44.9,84.2,2645.0,,,79.5,2659.0,,,,,,,,,94.2,2320
"Wilson, Bryse",669060,2022,15.5,6.3,347,3,0,5.52,,1179,10.6,37.5,1103,451,51.3,18.0,60.1,92.7,2034.0,11.1,82.5,2194.0,86.1,1612.0,77.5,2299.0,92.1,1958.0,86.0,2065.0,83.3,1218.0,,,91.9,1995
"Verlander, Justin",434378,2022,27.8,4.4,525,18,0,1.75,,1787,18.5,38.0,1315,1229,51.1,24.2,62.0,95.0,2423.0,28.3,87.4,2464.0,86.2,1756.0,79.0,2644.0,94.6,2325.0,,,,,,,95.0,2423
"Brasier, Ryan",518489,2022,24.3,4.9,187,0,0,5.78,,689,17.3,44.6,549,423,53.4,25.2,67.9,95.9,2270.0,42.9,85.5,2469.0,88.1,1340.0,,,96.1,2231.0,,,,,,,95.9,2262
"Grimm, Justin",518748,2022,15.5,9.9,46,0,0,4.11,,170,10.7,50.0,114,163,43.7,24.6,64.8,92.6,2113.0,37.9,81.7,2367.0,,,82.0,2238.0,,,,,,,,,92.6,2113
"Gray, Josiah",680686,2022,23.7,10.2,446,7,0,5.02,,1593,19.0,43.5,1127,1397,46.4,27.0,57.8,94.4,2216.0,29.0,85.8,2030.0,88.1,2056.0,82.7,2490.0,94.6,2267.0,87.4,2028.0,,,,,94.3,2219
"Graveman, Kendall",608665,2022,23.2,9.1,195,3,0,3.18,,661,21.3,39.0,570,325,46.2,27.2,60.4,96.6,2364.0,27.8,88.7,2494.0,90.7,1763.0,83.3,2494.0,96.4,2227.0,,,,,,,96.5,2258
"Mize, Casey",663554,2022,8.9,4.4,30,0,0,5.4,,104,5.0,37.5,86,60,49.7,11.8,57.8,93.4,1949.0,24.9,85.5,2135.0,,,81.8,1935.0,93.3,1960.0,,,84.5,854.0,,,93.4,1949
"Medina, Adonis",658431,2022,15.5,5.5,71,1,0,6.08,,266,14.8,30.9,198,147,50.7,19.3,62.7,93.2,2364.0,28.0,86.4,2412.0,87.1,1756.0,80.4,2452.0,93.4,2283.0,,,,,,,93.3,2311
"Márquez, Germán",608566,2022,19.3,8.1,545,9,0,4.95,,1851,13.4,48.7,1534,1219,51.9,23.2,65.1,95.6,2139.0,20.9,87.7,2390.0,87.8,1595.0,86.5,2577.0,95.1,2109.0,,,,,,,95.4,2126
"Dugger, Robert",667498,2022,26.4,9.7,48,0,0,6.19,,181,11.9,57.1,123,108,44.7,28.6,48.6,89.6,2127.0,19.4,77.6,2292.0,81.3,1408.0,72.6,2240.0,89.7,2036.0,,,,,,,89.6,2088
"Hernández, Carlos",672578,2022,13.2,11.7,168,0,0,7.39,,634,17.9,37.2,518,411,46.7,23.6,58.1,96.8,2367.0,16.9,85.9,2026.0,,,82.1,2278.0,93.1,2168.0,,,85.0,1183.0,,,96.8,2365
"Santana, Dennis",642701,2022,21.2,11.0,176,3,0,5.22,,610,15.1,45.0,458,401,42.1,27.4,52.8,97.6,2515.0,40.5,85.8,2675.0,89.9,2069.0,,,96.7,2421.0,,,,,,,96.8,2436
"Guerra, Javy",642770,2022,12.2,13.4,54,2,0,5.0,,198,15.8,25.9,233,97,50.3,17.7,58.8,98.4,2371.0,29.4,88.3,2366.0,,,,,97.2,2134.0,,,,,,,97.5,2185
"Cano, Yennier",666974,2022,21.6,16.5,54,1,0,11.5,,242,13.0,40.6,169,103,45.4,23.3,57.7,95.6,2233.0,26.1,87.4,2477.0,90.0,1809.0,,,95.2,2229.0,,,90.5,1950.0,,,95.3,2230
"Mushinski, Parker",656786,2022,26.7,10.0,22,0,0,3.68,,70,34.3,45.0,54,36,49.5,38.2,60.0,92.1,2382.0,,,,86.4,1669.0,80.0,2652.0,,,86.8,2574.0,,,79.4,2574.0,89.3,2485
"Finnegan, Kyle",640448,2022,26.1,8.2,200,6,0,3.51,,689,23.6,40.3,829,129,53.7,27.7,61.8,97.0,2069.0,12.3,89.0,2134.0,,,,,,,,,88.7,1099.0,,,97.0,2069
"Manaea, Sean",640455,2022,23.2,7.5,474,8,0,4.96,,1657,20.5,41.0,1512,327,53.5,25.6,63.8,91.4,1998.0,13.1,81.6,2036.0,84.9,1436.0,80.7,2016.0,90.7,2025.0,,,,,77.3,2014.0,91.2,2005
"Kaprielian, James",621076,2022,17.0,10.2,402,5,0,4.23,,1410,15.4,36.2,1216,788,48.7,21.3,58.1,94.0,2009.0,22.8,85.0,2291.0,85.2,1365.0,79.3,2496.0,94.4,1919.0,85.8,2307.0,,,,,94.0,2000
"Tetreault, Jackson",676194,2022,9.4,10.4,63,2,0,5.14,,213,12.4,35.9,327,28,47.9,18.1,60.4,94.6,2018.0,,,,85.9,1513.0,82.2,2119.0,,,86.6,1994.0,,,,,91.7,2009
"Domínguez, Seranthony",622554,2022,29.5,10.6,153,6,0,3.0,,510,24.5,48.9,581,203,45.9,32.6,58.3,97.7,2357.0,24.7,89.5,2441.0,92.0,1783.0,,,98.2,2312.0,92.9,2473.0,,,,,97.8,2338
"Beeks, Jalen",656222,2022,28.0,8.8,183,2,0,2.8,,634,24.9,43.0,496,11,45.5,31.3,64.8,95.0,2122.0,1.1,81.9,2228.0,90.3,1933.0,,,91.4,2021.0,87.0,2279.0,,,,,94.8,2126
"Muller, Kyle",666205,2022,20.3,13.6,37,1,0,8.03,,147,15.7,59.3,109,101,51.1,26.4,62.7,94.2,2384.0,23.6,86.9,2046.0,88.1,1611.0,80.9,2446.0,,,,,,,,,94.2,2384
"Blach, Ty",621389,2022,15.0,5.7,133,1,0,5.89,,464,16.4,29.7,484,58,54.5,20.0,69.8,,,,,,80.7,1898.0,79.2,2387.0,91.1,2185.0,85.0,2357.0,,,,,89.6,2226
"Wittgren, Nick",621295,2022,12.7,7.5,87,1,0,5.9,,307,14.3,24.2,318,52,48.2,17.2,59.0,91.4,2034.0,10.8,82.0,2324.0,84.0,1727.0,,,90.9,2070.0,88.1,2241.0,,,,,90.3,2108
"Gose, Anthony",543238,2022,30.4,15.2,63,3,0,4.71,,232,22.8,60.0,252,136,47.6,33.5,61.5,97.0,2246.0,35.0,86.1,2288.0,88.0,1859.0,,,,,,,,,,,97.0,2246
"Sborz, Josh",622250,2022,32.0,11.0,67,1,0,6.45,,254,25.2,52.2,217,202,41.8,35.3,60.6,97.0,2337.0,24.6,87.7,2089.0,,,85.4,2270.0,,,,,,,,,97.0,2337
"Syndergaard, Noah",592789,2022,16.8,5.5,404,10,0,3.94,,1358,15.0,33.3,981,641,51.2,20.2,65.3,94.1,2139.0,17.4,85.2,2151.0,88.5,1534.0,77.8,2136.0,93.6,2123.0,85.8,2161.0,88.7,1438.0,,,93.5,2129
"Valdez, Phillips",570488,2022,18.1,9.7,49,0,0,4.41,,173,20.0,31.3,129,26,49.8,23.2,55.6,,,9.1,84.0,2323.0,86.9,2038.0,,,94.1,2378.0,,,,,,,94.1,2378
"Burke, Brock",656271,2022,27.4,7.3,247,7,0,1.97,,854,20.3,34.8,890,264,48.9,24.6,60.2,95.1,2286.0,19.8,87.2,2158.0,88.1,1991.0,,,93.3,2012.0,,,,,,,94.9,2267
"Alexander, Scott",518397,2022,15.9,1.6,52,0,0,1.04,,148,19.0,34.1,152,27,49.1,25.2,66.7,91.7,1891.0,12.6,83.9,2381.0,86.7,1576.0,,,92.2,2180.0,,,,,,,92.2,2176
"Gray, Jon",592351,2022,25.7,7.5,382,7,0,3.96,,1372,17.6,44.7,1042,95,50.8,25.9,67.6,95.9,2018.0,0.5,85.8,2212.0,88.7,1455.0,77.8,2597.0,95.6,1892.0,,,,,84.9,2471.0,95.9,2015
"Gott, Trevor",641627,2022,23.7,6.5,137,3,0,4.14,,488,17.7,40.7,674,79,47.4,25.7,57.0,95.2,2202.0,,,,90.2,1429.0,82.7,2073.0,95.1,2038.0,91.5,2258.0,,,,,93.8,2182
"Lamet, Dinelson",659275,2022,30.2,12.8,97,1,0,6.12,,350,32.3,61.5,268,306,48.5,39.7,59.7,95.4,2403.0,52.5,86.3,2422.0,87.3,2029.0,,,95.7,2400.0,,,,,,,95.4,2403
"Oviedo, Johan",670912,2022,22.3,9.5,168,4,0,3.21,,633,15.5,47.4,425,501,50.5,24.8,59.9,96.0,2275.0,39.7,85.7,2585.0,88.8,1747.0,78.7,2465.0,,,,,,,,,96.0,2275
"Yates, Kirby",489446,2022,18.2,15.2,21,0,0,5.14,,78,13.2,63.2,69,1,43.8,29.8,54.5,93.4,2327.0,0.7,84.2,2346.0,,,,,,,,,86.6,1315.0,,,93.4,2327
"Matz, Steven",571927,2022,26.1,4.8,144,5,0,5.25,,575,23.9,39.2,412,192,55.1,27.6,64.3,,,2.6,89.6,2160.0,85.1,2322.0,78.0,2371.0,94.5,2260.0,,,,,,,94.5,2260
"Santillan, Tony",663574,2022,21.9,12.5,59,0,0,5.49,,243,18.8,58.5,202,128,49.8,28.2,51.6,96.2,2206.0,31.4,86.7,2320.0,,,,,,,,,,,,,96.2,2206
"Gilbert, Tyler",656457,2022,13.7,6.8,103,0,0,5.24,,369,16.1,30.0,427,64,53.7,19.6,60.3,89.5,2106.0,,,,,,76.2,2497.0,89.7,2019.0,86.2,2219.0,81.7,1431.0,,,88.0,2136
"Rucker, Michael",621074,2022,21.8,8.7,164,3,0,3.95,,575,17.1,45.7,431,384,45.5,25.8,55.5,94.7,2271.0,25.5,86.1,2476.0,90.0,1787.0,80.6,2523.0,95.0,2074.0,88.4,2364.0,,,,,94.1,2279
"Glasnow, Tyler",607192,2022,38.5,7.7,20,0,0,1.35,,73,17.2,50.0,61,53,41.2,32.1,73.1,97.4,2450.0,28.1,90.9,2666.0,,,83.7,2764.0,,,,,,,,,97.4,2450
"Henriquez, Ronny",678692,2022,18.0,6.0,35,0,0,2.31,,110,22.8,27.6,44,84,45.3,24.4,54.0,93.3,2420.0,46.4,86.1,2537.0,87.6,1637.0,,,,,,,,,,,93.3,2420
"Irvin, Cole",608344,2022,17.3,4.9,543,9,0,3.98,,1779,16.3,31.6,1592,541,52.8,20.6,66.8,90.7,1976.0,,,,83.0,1553.0,77.5,2074.0,90.3,1942.0,87.1,2012.0,,,,,90.4,1964
"Diehl, Phillip",670426,2022,10.7,10.7,17,0,0,11.12,,78,10.8,47.4,62,56,49.2,23.2,64.3,91.2,2343.0,46.7,83.3,2496.0,85.9,1568.0,,,,,,,,,,,91.2,2343
"Reid-Foley, Sean",656887,2022,18.2,15.9,30,0,0,5.4,,120,29.0,37.9,92,67,46.9,31.9,65.9,95.8,2259.0,34.2,86.1,2224.0,87.5,1338.0,,,,,,,,,,,95.8,2259
"Martin, Corbin",656686,2022,20.8,11.9,67,0,0,4.84,,253,19.1,42.6,235,118,45.2,26.6,59.4,94.0,2304.0,11.2,88.9,2292.0,87.8,1987.0,84.1,2450.0,,,,,,,84.0,2468.0,94.0,2304
"Farmer, Buck",571656,2022,27.1,12.6,141,2,0,3.83,,523,24.3,43.8,374,263,41.8,31.2,62.8,94.6,2325.0,31.4,83.3,2688.0,88.7,1678.0,,,,,,,,,,,94.6,2325
"Feyereisen, J.P.",656420,2022,29.1,5.8,73,4,0,0.0,,223,24.6,51.7,153,100,46.2,33.5,65.1,92.2,2345.0,29.1,84.0,2715.0,87.1,1456.0,,,,,,,,,,,92.2,2345
"Marte, José",665896,2022,25.9,31.0,33,0,0,7.36,,138,20.9,41.4,262,2,40.8,27.1,53.4,96.5,2344.0,0.8,88.1,2681.0,89.6,2116.0,,,95.9,2232.0,89.4,2459.0,,,,,93.0,2390
"Cishek, Steve",518553,2022,25.8,9.4,199,1,0,4.21,,730,16.1,46.4,734,436,47.1,26.1,60.1,89.3,2377.0,37.1,76.5,2275.0,83.1,2013.0,,,89.8,2289.0,,,,,,,89.6,2329
"Iglesias, Raisel",628452,2022,31.7,5.7,186,2,0,2.47,,663,23.8,50.3,489,255,47.2,34.0,60.8,95.0,2319.0,26.0,84.1,2561.0,88.7,1885.0,,,94.7,2319.0,,,,,,,94.9,2319
"Miley, Wade",489119,2022,17.6,8.8,111,2,0,3.16,,358,17.0,38.9,336,53,45.8,25.2,66.0,89.1,2264.0,6.4,78.6,2345.0,81.4,1835.0,73.5,2438.0,88.2,2047.0,85.1,2284.0,,,,,86.2,2270
"Moreta, Dauri",664294,2022,24.4,8.1,115,0,0,5.4,,381,20.7,44.3,339,147,49.4,27.6,62.3,95.9,2266.0,24.0,85.7,1996.0,87.8,1810.0,,,,,,,,,,,95.9,2266
"Kinley, Tyler",641755,2022,27.0,6.0,72,1,0,0.75,,249,24.7,52.7,177,196,52.0,32.3,57.0,95.4,2248.0,52.3,89.5,2424.0,88.8,1622.0,,,93.6,2163.0,,,,,,,95.3,2245
"Acevedo, Domingo",642758,2022,21.8,6.4,203,4,0,3.33,,672,24.4,49.0,435,348,51.2,31.2,59.9,93.0,2119.0,34.6,86.5,2123.0,86.8,1867.0,,,,,,,,,,,93.0,2119
"Price, David",456034,2022,22.2,5.4,121,2,0,2.45,,403,14.2,36.8,507,25,57.2,18.6,66.9,92.1,1896.0,,,,83.9,1627.0,78.4,2224.0,92.4,1877.0,87.9,1954.0,,,,,91.3,1902
"Martinez, Seth",661527,2022,24.5,9.0,116,1,0,2.09,,388,20.8,35.6,339,0,46.6,25.5,67.5,91.9,2192.0,,,,86.5,1719.0,,,90.9,2141.0,86.1,2436.0,,,79.6,2467.0,91.1,2193
"Vieaux, Cam",664944,2022,31.3,10.4,26,0,0,10.38,,128,25.0,23.5,94,77,53.8,24.7,60.4,93.1,2256.0,37.0,78.3,2624.0,87.0,1589.0,,,,,,,,,,,93.1,2256
