Name,Oponente,PA_hist,AVG_hist,K%_hist,xwOBA_hist,EV_hist,Fav_Score,Clasificacion
Brandon Young,San Francisco Giants,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,Seattle Mariners,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,St. Louis Cardinals,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,Tampa Bay Rays,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,Texas Rangers,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,Toronto Blue Jays,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Brandon Young,Washington Nationals,256,0.262,18.4,0.32,83.2,3,🟢 Favorable
Kevin Ginkel,Arizona Diamondbacks,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Athletics,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Atlanta Braves,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Baltimore Orioles,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Boston Red Sox,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Chicago Cubs,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Chicago White Sox,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Cincinnati Reds,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Cleveland Guardians,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Colorado Rockies,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Detroit Tigers,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Houston Astros,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Kansas City Royals,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Los Angeles Angels,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Los Angeles Dodgers,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Miami Marlins,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Milwaukee Brewers,0,,,,,0,🟡 Sin historial
Kevin Ginkel,Minnesota Twins,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,New York Mets,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,New York Yankees,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Philadelphia Phillies,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Pittsburgh Pirates,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,San Diego Padres,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,San Francisco Giants,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Seattle Mariners,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,St. Louis Cardinals,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Tampa Bay Rays,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Texas Rangers,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Toronto Blue Jays,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Kevin Ginkel,Washington Nationals,791,0.21,25.8,0.285,83.2,6,🟢 Favorable
Sean Manaea,Arizona Diamondbacks,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Athletics,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Atlanta Braves,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Baltimore Orioles,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Boston Red Sox,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Chicago Cubs,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Chicago White Sox,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Cincinnati Reds,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Cleveland Guardians,0,,,,,0,🟡 Sin historial
Sean Manaea,Colorado Rockies,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Detroit Tigers,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Houston Astros,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Kansas City Royals,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Los Angeles Angels,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Los Angeles Dodgers,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Miami Marlins,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Milwaukee Brewers,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Minnesota Twins,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,New York Mets,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,New York Yankees,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Philadelphia Phillies,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Pittsburgh Pirates,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,San Diego Padres,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,San Francisco Giants,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Seattle Mariners,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,St. Louis Cardinals,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Tampa Bay Rays,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Texas Rangers,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Toronto Blue Jays,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Sean Manaea,Washington Nationals,2173,0.209,25.0,0.311,82.1,4,🟢 Favorable
Tyler Holton,Arizona Diamondbacks,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Athletics,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Atlanta Braves,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Baltimore Orioles,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Boston Red Sox,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Chicago Cubs,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Chicago White Sox,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Cincinnati Reds,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Cleveland Guardians,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Colorado Rockies,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Detroit Tigers,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Houston Astros,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Kansas City Royals,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Los Angeles Angels,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Los Angeles Dodgers,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Miami Marlins,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Milwaukee Brewers,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Minnesota Twins,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,New York Mets,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,New York Yankees,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Philadelphia Phillies,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Pittsburgh Pirates,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,San Diego Padres,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,San Francisco Giants,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Seattle Mariners,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,St. Louis Cardinals,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Tampa Bay Rays,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Texas Rangers,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Toronto Blue Jays,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Tyler Holton,Washington Nationals,1029,0.181,21.5,0.285,81.3,5,🟢 Favorable
Jose A. Ferrer,Arizona Diamondbacks,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Athletics,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Atlanta Braves,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Baltimore Orioles,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Boston Red Sox,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Chicago Cubs,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Chicago White Sox,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Cincinnati Reds,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Cleveland Guardians,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Colorado Rockies,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Detroit Tigers,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Houston Astros,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Kansas City Royals,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Los Angeles Angels,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Los Angeles Dodgers,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Miami Marlins,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Milwaukee Brewers,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Minnesota Twins,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,New York Mets,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,New York Yankees,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Philadelphia Phillies,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Pittsburgh Pirates,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,San Diego Padres,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,San Francisco Giants,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Seattle Mariners,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,St. Louis Cardinals,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Tampa Bay Rays,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Texas Rangers,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Toronto Blue Jays,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Jose A. Ferrer,Washington Nationals,595,0.244,20.2,0.289,82.8,5,🟢 Favorable
Luis Severino,Arizona Diamondbacks,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Athletics,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Atlanta Braves,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Baltimore Orioles,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Boston Red Sox,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Chicago Cubs,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Chicago White Sox,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Cincinnati Reds,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Cleveland Guardians,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Colorado Rockies,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Detroit Tigers,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Houston Astros,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Kansas City Royals,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Los Angeles Angels,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Los Angeles Dodgers,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Miami Marlins,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Milwaukee Brewers,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Minnesota Twins,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,New York Mets,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,New York Yankees,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Philadelphia Phillies,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Pittsburgh Pirates,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,San Diego Padres,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,San Francisco Giants,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Seattle Mariners,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,St. Louis Cardinals,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Tampa Bay Rays,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Texas Rangers,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Toronto Blue Jays,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Severino,Washington Nationals,2292,0.224,20.7,0.32,82.4,3,🟢 Favorable
Luis Castillo,Arizona Diamondbacks,0,,,,,0,🟡 Sin historial
Luis Castillo,Athletics,0,,,,,0,🟡 Sin historial
Luis Castillo,Atlanta Braves,0,,,,,0,🟡 Sin historial
Luis Castillo,Baltimore Orioles,0,,,,,0,🟡 Sin historial
Luis Castillo,Boston Red Sox,0,,,,,0,🟡 Sin historial
Luis Castillo,Chicago Cubs,0,,,,,0,🟡 Sin historial
Luis Castillo,Chicago White Sox,0,,,,,0,🟡 Sin historial
Luis Castillo,Cincinnati Reds,2888,0.209,24.9,0.305,83.4,4,🟢 Favorable
Luis Castillo,Cleveland Guardians,2888,0.209,24.9,0.305,83.4,4,🟢 Favorable
Luis Castillo,Colorado Rockies,0,,,,,0,🟡 Sin historial
Luis Castillo,Detroit Tigers,0,,,,,0,🟡 Sin historial
Luis Castillo,Houston Astros,0,,,,,0,🟡 Sin historial
Luis Castillo,Kansas City Royals,0,,,,,0,🟡 Sin historial
Luis Castillo,Los Angeles Angels,0,,,,,0,🟡 Sin historial
Luis Castillo,Los Angeles Dodgers,2888,0.209,24.9,0.305,83.4,4,🟢 Favorable
Luis Castillo,Miami Marlins,0,,,,,0,🟡 Sin historial
Luis Castillo,Milwaukee Brewers,0,,,,,0,🟡 Sin historial
Luis Castillo,Minnesota Twins,0,,,,,0,🟡 Sin historial
Luis Castillo,New York Mets,0,,,,,0,🟡 Sin historial
Luis Castillo,New York Yankees,0,,,,,0,🟡 Sin historial
Luis Castillo,Philadelphia Phillies,0,,,,,0,🟡 Sin historial
Luis Castillo,Pittsburgh Pirates,0,,,,,0,🟡 Sin historial
Luis Castillo,San Diego Padres,0,,,,,0,🟡 Sin historial
Luis Castillo,San Francisco Giants,0,,,,,0,🟡 Sin historial
Luis Castillo,Seattle Mariners,2888,0.209,24.9,0.305,83.4,4,🟢 Favorable
Luis Castillo,St. Louis Cardinals,0,,,,,0,🟡 Sin historial
Luis Castillo,Tampa Bay Rays,0,,,,,0,🟡 Sin historial
Luis Castillo,Texas Rangers,0,,,,,0,🟡 Sin historial
Luis Castillo,Toronto Blue Jays,0,,,,,0,🟡 Sin historial
Luis Castillo,Washington Nationals,2888,0.209,24.9,0.305,83.4,4,🟢 Favorable
Nick Martinez,Arizona Diamondbacks,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Athletics,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Atlanta Braves,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Baltimore Orioles,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Boston Red Sox,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Chicago Cubs,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Chicago White Sox,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Cincinnati Reds,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Cleveland Guardians,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Colorado Rockies,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Detroit Tigers,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Houston Astros,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Kansas City Royals,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Los Angeles Angels,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Los Angeles Dodgers,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Miami Marlins,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Milwaukee Brewers,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Minnesota Twins,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,New York Mets,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,New York Yankees,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Philadelphia Phillies,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Pittsburgh Pirates,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,San Diego Padres,0,,,,,0,🟡 Sin historial
Nick Martinez,San Francisco Giants,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Seattle Mariners,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,St. Louis Cardinals,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Tampa Bay Rays,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Texas Rangers,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Toronto Blue Jays,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Nick Martinez,Washington Nationals,2165,0.222,20.0,0.302,81.1,4,🟢 Favorable
Jake Woodford,Arizona Diamondbacks,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Athletics,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Atlanta Braves,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Baltimore Orioles,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Boston Red Sox,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Chicago Cubs,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Chicago White Sox,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Cincinnati Reds,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Cleveland Guardians,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Colorado Rockies,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Detroit Tigers,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Houston Astros,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Kansas City Royals,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Los Angeles Angels,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Los Angeles Dodgers,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Miami Marlins,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Milwaukee Brewers,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Minnesota Twins,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,New York Mets,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,New York Yankees,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Philadelphia Phillies,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Pittsburgh Pirates,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,San Diego Padres,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,San Francisco Giants,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Seattle Mariners,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,St. Louis Cardinals,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Tampa Bay Rays,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Texas Rangers,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Toronto Blue Jays,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Jake Woodford,Washington Nationals,747,0.264,13.5,0.356,83.4,2,🟡 Normal
Paul Blackburn,Arizona Diamondbacks,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Athletics,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Atlanta Braves,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Baltimore Orioles,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Boston Red Sox,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Chicago Cubs,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Chicago White Sox,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Cincinnati Reds,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Cleveland Guardians,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Colorado Rockies,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Detroit Tigers,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Houston Astros,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Kansas City Royals,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Los Angeles Angels,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Los Angeles Dodgers,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Miami Marlins,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Milwaukee Brewers,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Minnesota Twins,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,New York Mets,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,New York Yankees,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Philadelphia Phillies,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Pittsburgh Pirates,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,San Diego Padres,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,San Francisco Giants,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Seattle Mariners,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,St. Louis Cardinals,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Tampa Bay Rays,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Texas Rangers,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Toronto Blue Jays,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Paul Blackburn,Washington Nationals,1423,0.246,20.1,0.322,81.7,3,🟢 Favorable
Joey Wentz,Arizona Diamondbacks,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Athletics,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Atlanta Braves,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Baltimore Orioles,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Boston Red Sox,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Chicago Cubs,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Chicago White Sox,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Cincinnati Reds,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Cleveland Guardians,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Colorado Rockies,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Detroit Tigers,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Houston Astros,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Kansas City Royals,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Los Angeles Angels,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Los Angeles Dodgers,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Miami Marlins,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Milwaukee Brewers,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Minnesota Twins,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,New York Mets,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,New York Yankees,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Philadelphia Phillies,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,Pittsburgh Pirates,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,San Diego Padres,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
Joey Wentz,San Francisco Giants,1374,0.24,21.1,0.332,82.7,3,🟢 Favorable
