"last_name, first_name",player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,walk,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,babip,b_rbi,b_total_bases,r_total_stolen_base,b_ab_scoring,b_game,b_intent_walk,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,xbadiff,xslgdiff,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,attack_angle,attack_direction,ideal_angle_rate,vertical_swing_path,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Arozarena, Randy",668227,2024,29,549,648,120,67,33,0,20,73,11.3,0.219,0.388,0.332,0.72,0.169,0.275,60,213,20,143,154,0,,0.213,0.381,0.32,0.322,0.33,0.168,0.006,0.007,72.7,33.4,15.9,11.6,32.9,24.1,7.4,15,9.4,-2.1,69.6,24.8,90.4,13.2,28.4,8.3,7.0,43.5
"Marte, Starling",516782,2024,35,335,370,90,67,13,3,7,27,7.3,0.269,0.388,0.327,0.715,0.119,0.333,40,130,16,80,94,1,,0.285,0.438,0.313,0.342,0.342,0.153,-0.016,-0.05,72.4,25.5,17.7,12.7,34.0,24.3,7.3,11,8.3,1.4,47.7,36.0,89.8,4.3,37.1,6.9,7.3,42.9
"Sanoja, Javier",691594,2024,21,35,36,8,6,2,0,0,1,2.8,0.229,0.286,0.25,0.536,0.057,0.258,2,10,0,10,15,0,,0.219,0.275,0.236,0.231,0.241,0.056,0.01,0.011,67.8,0.0,12.0,10.2,42.0,35.6,7.2,0,3.0,-1.3,33.9,21.6,86.2,8.6,29.0,0.0,3.2,32.3
"Ornelas, Jonathan",680716,2024,24,37,40,8,6,2,0,0,2,5.0,0.216,0.27,0.256,0.526,0.054,0.333,3,10,0,7,18,0,,0.225,0.278,0.235,0.246,0.265,0.053,-0.009,-0.008,70.2,14.1,15.6,10.9,40.0,28.1,7.0,2,4.1,2.4,40.6,29.4,94.3,0.9,24.0,0.0,8.0,56.0
"Heineman, Tyler",623168,2024,33,12,16,1,1,0,0,0,3,18.8,0.083,0.083,0.313,0.396,0.0,0.167,0,1,0,3,7,0,,0.08,0.176,0.229,0.254,0.31,0.096,0.003,-0.093,67.4,8.3,0.0,0.0,17.6,12.5,6.8,0,3.5,-4.0,37.5,31.6,82.8,37.4,16.7,0.0,0.0,16.7
"Kelly, Carson",608348,2024,29,281,313,67,48,9,1,9,25,8.0,0.238,0.374,0.313,0.687,0.136,0.266,37,105,0,61,91,0,,0.233,0.41,0.304,0.318,0.31,0.177,0.005,-0.036,69.5,5.9,13.0,10.1,37.7,29.3,6.9,3,12.2,-2.5,52.5,33.0,87.6,13.6,27.3,6.6,7.9,39.4
"Tucker, Cole",657061,2024,27,50,57,9,4,4,1,0,6,10.5,0.18,0.3,0.263,0.563,0.12,0.265,3,15,3,9,24,0,,0.193,0.277,0.25,0.259,0.281,0.083,-0.013,0.023,65.6,2.3,6.5,4.7,33.9,24.4,6.8,1,9.6,7.7,55.8,35.0,90.2,7.7,35.3,0.0,11.8,44.1
"Murphy, Sean",669221,2024,29,233,264,45,29,5,1,10,27,10.2,0.193,0.352,0.284,0.636,0.159,0.223,25,82,0,55,72,1,,0.211,0.401,0.281,0.309,0.3,0.19,-0.018,-0.049,73.3,39.0,13.7,10.0,31.1,22.7,7.9,10,12.1,-3.9,55.7,31.7,88.0,10.5,25.7,9.6,4.2,36.5
"Bote, David",623520,2024,31,46,48,14,10,4,0,0,2,4.2,0.304,0.391,0.333,0.724,0.087,0.424,6,18,0,11,37,0,,0.245,0.354,0.317,0.283,0.277,0.109,0.059,0.037,73.9,42.0,19.6,13.6,28.6,19.8,7.8,1,9.7,-14.8,54.3,27.0,88.3,13.4,30.3,3.0,9.1,48.5
"Ruiz, Esteury",665923,2024,25,55,65,11,6,2,1,2,4,6.2,0.2,0.382,0.27,0.652,0.182,0.257,8,21,5,9,29,0,,0.179,0.35,0.281,0.287,0.263,0.17,0.021,0.032,72.4,31.5,13.1,8.7,27.9,18.5,7.6,2,15.5,-5.1,47.8,35.4,87.7,17.1,28.2,10.3,10.3,35.9
"Barnhart, Tucker",571466,2024,33,81,96,14,11,3,0,0,13,13.5,0.173,0.21,0.287,0.497,0.037,0.28,6,17,1,26,31,0,,0.165,0.223,0.239,0.244,0.28,0.059,0.008,-0.013,67.4,2.5,8.4,5.9,31.3,21.8,7.4,2,12.1,-3.6,44.5,33.3,83.4,3.2,34.6,3.8,1.9,23.1
"Swanson, Dansby",621020,2024,30,534,593,129,84,27,2,16,54,9.1,0.242,0.39,0.312,0.702,0.148,0.3,66,208,19,126,149,2,,0.241,0.423,0.307,0.324,0.313,0.181,0.001,-0.033,71.7,12.8,15.4,11.3,33.4,24.4,7.4,22,14.8,0.2,55.9,35.2,89.4,10.4,32.6,9.2,7.9,42.7
"Suwinski, Jack",669261,2024,25,247,277,45,28,8,0,9,27,9.7,0.182,0.324,0.264,0.588,0.142,0.225,26,80,9,66,88,2,,0.218,0.37,0.26,0.298,0.298,0.152,-0.036,-0.046,73.3,32.7,12.5,9.2,27.0,19.8,7.3,7,8.3,-3.7,41.8,32.9,88.9,12.9,28.8,8.8,4.7,38.2
"Shewmake, Braden",669699,2024,26,64,67,8,5,2,0,1,1,1.5,0.125,0.203,0.134,0.337,0.078,0.127,4,13,5,10,29,0,,0.178,0.279,0.144,0.206,0.189,0.101,-0.053,-0.076,69.6,5.0,3.3,2.5,34.4,26.3,7.1,0,9.4,-0.7,61.2,25.3,86.5,14.3,28.6,3.6,3.6,26.8
"Andujar, Miguel",609280,2024,29,302,319,86,67,14,1,4,13,4.1,0.285,0.377,0.32,0.697,0.092,0.319,30,114,3,66,75,0,,0.257,0.344,0.306,0.287,0.294,0.087,0.028,0.033,71.6,22.2,11.6,9.9,31.0,26.6,7.6,8,5.8,-3.0,57.6,25.7,86.1,9.2,26.1,2.7,3.1,33.7
"Rivera, Emmanuel",656896,2024,28,265,302,63,47,9,2,5,26,8.6,0.238,0.343,0.312,0.655,0.105,0.296,29,91,2,71,123,0,,0.248,0.393,0.291,0.322,0.325,0.146,-0.01,-0.05,69.6,10.0,16.5,11.9,37.9,27.2,6.9,5,6.8,-0.1,49.5,33.9,89.7,8.7,33.7,7.9,5.9,44.1
"Stephenson, Tyler",663886,2024,27,457,515,118,72,26,1,19,48,9.3,0.258,0.444,0.338,0.782,0.186,0.307,66,203,1,104,138,2,,0.238,0.413,0.339,0.325,0.322,0.175,0.02,0.031,70.8,9.4,15.6,12.7,37.5,30.5,7.4,31,11.0,1.9,52.5,36.7,90.2,10.9,33.0,9.1,6.1,43.9
"Alvarez, Eddy",657193,2024,34,9,11,0,0,0,0,0,1,9.1,0.0,0.0,0.182,0.182,0.0,0.0,0,0,0,0,12,0,,0.178,0.201,0.128,0.268,0.327,0.023,-0.178,-0.201,70.6,5.3,8.3,5.3,41.7,26.3,7.0,0,16.4,-8.8,52.6,35.0,89.1,3.4,14.3,0.0,0.0,28.6
"Olson, Matt",621566,2024,30,600,685,148,81,37,1,29,71,10.4,0.247,0.457,0.333,0.79,0.21,0.293,98,274,0,141,162,5,,0.242,0.454,0.339,0.342,0.331,0.212,0.005,0.003,73.8,38.7,15.1,11.1,26.5,19.5,7.3,11,8.4,-1.6,44.5,34.1,91.5,16.1,35.4,12.4,7.4,47.4
"Noda, Ryan",676116,2024,28,95,111,13,8,4,0,1,14,12.6,0.137,0.211,0.255,0.466,0.074,0.211,4,20,0,14,36,0,,0.157,0.275,0.223,0.254,0.273,0.118,-0.02,-0.064,72.3,26.4,13.4,9.3,24.7,17.1,7.6,5,19.7,-5.3,44.3,34.8,86.2,16.0,23.7,5.1,10.2,33.9
"Norby, Connor",681393,2024,24,178,194,42,24,9,0,9,15,7.7,0.236,0.438,0.294,0.732,0.202,0.311,20,78,3,38,45,0,,0.224,0.448,0.316,0.316,0.285,0.224,0.012,-0.01,70.1,9.2,10.6,7.3,24.7,17.1,7.1,13,19.0,6.8,36.2,42.2,86.2,17.0,47.0,14.8,7.0,39.1
"Ramírez, José",608070,2024,31,620,682,173,93,39,2,39,54,7.9,0.279,0.537,0.335,0.872,0.258,0.265,118,333,41,144,158,12,,0.256,0.467,0.364,0.333,0.317,0.21,0.023,0.07,71.6,18.9,14.2,12.4,32.6,28.5,7.3,17,9.9,-9.6,63.8,30.7,89.2,19.6,34.0,8.6,8.5,39.7
"Suzuki, Seiya",673548,2024,29,512,585,145,91,27,6,21,63,10.8,0.283,0.482,0.366,0.848,0.199,0.37,73,247,16,121,132,3,,0.252,0.464,0.365,0.348,0.34,0.212,0.031,0.018,73.0,35.0,18.0,13.8,33.4,25.7,7.2,17,6.4,-0.9,47.3,30.1,91.7,16.2,38.8,11.5,10.1,49.2
"Winn, Masyn",691026,2024,22,587,637,157,105,32,5,15,41,6.4,0.267,0.416,0.314,0.73,0.149,0.303,57,244,11,125,150,1,,0.253,0.363,0.315,0.296,0.302,0.11,0.014,0.053,70.2,11.5,12.0,9.9,32.2,26.5,7.3,14,4.7,-1.9,39.8,28.4,87.0,13.2,33.5,3.7,6.4,32.7
"Soler, Jorge",624585,2024,32,493,574,119,63,34,1,21,68,11.8,0.241,0.442,0.338,0.78,0.201,0.293,64,218,1,110,142,0,,0.242,0.463,0.34,0.352,0.341,0.221,-0.001,-0.021,75.4,56.6,15.7,11.5,29.7,21.7,7.9,12,11.0,-9.6,56.5,33.5,90.5,17.9,33.4,12.6,7.3,44.1
"Carlson, Dylan",666185,2024,25,235,265,49,39,7,0,3,22,8.3,0.209,0.277,0.287,0.564,0.068,0.287,25,65,2,56,96,0,,0.198,0.286,0.257,0.258,0.278,0.088,0.011,-0.009,68.5,2.4,9.0,6.3,29.2,20.4,7.1,15,11.8,-2.2,52.3,36.9,86.8,15.8,30.1,2.5,8.0,25.8
"Díaz, Aledmys",649557,2024,33,33,34,3,3,0,0,0,1,2.9,0.091,0.091,0.118,0.209,0.0,0.125,1,3,0,8,14,0,,0.197,0.236,0.098,0.206,0.22,0.04,-0.106,-0.145,68.9,5.2,11.4,8.6,34.1,25.9,7.4,0,5.7,-7.1,55.2,25.4,87.1,11.9,16.7,0.0,0.0,33.3
"Ortega, Rafael",542364,2024,33,14,17,1,1,0,0,0,2,11.8,0.071,0.071,0.176,0.247,0.0,0.091,1,1,2,3,14,0,,0.209,0.251,0.133,0.281,0.307,0.041,-0.138,-0.18,70.5,9.1,11.8,9.1,35.3,27.3,7.0,1,8.3,-3.8,50.0,28.3,85.1,11.6,18.2,0.0,9.1,45.5
"Solano, Donovan",456781,2024,36,283,309,81,60,13,0,8,22,7.1,0.286,0.417,0.343,0.76,0.131,0.346,35,118,2,59,96,0,,0.256,0.391,0.333,0.313,0.316,0.135,0.03,0.026,67.1,1.4,8.6,6.6,32.0,24.8,7.0,11,8.6,-1.5,45.4,35.0,87.3,13.7,37.0,3.7,7.3,37.4
"Wagner, Will",695238,2024,25,82,86,25,17,6,0,2,4,4.7,0.305,0.451,0.337,0.788,0.146,0.359,11,37,0,23,24,0,,0.316,0.498,0.342,0.367,0.348,0.182,-0.011,-0.047,68.9,2.7,15.9,13.4,38.1,32.2,6.4,5,3.2,4.4,35.6,33.3,90.6,5.1,39.4,9.1,7.6,50.0
"Holliday, Jackson",702616,2024,20,190,208,36,25,4,2,5,15,7.2,0.189,0.311,0.255,0.566,0.122,0.265,23,59,4,48,60,0,,0.19,0.337,0.251,0.263,0.256,0.146,-0.001,-0.026,71.2,10.6,14.1,9.7,35.0,24.2,7.1,13,9.0,4.5,54.6,31.1,89.3,8.6,27.0,8.2,9.8,45.1
"Schuemann, Max",680474,2024,27,396,459,87,66,14,0,7,47,10.2,0.22,0.308,0.311,0.619,0.088,0.292,34,122,14,91,133,0,,0.221,0.35,0.281,0.3,0.314,0.129,-0.001,-0.042,68.3,2.1,8.8,6.5,38.7,28.4,6.7,15,12.3,0.3,61.5,32.3,89.0,16.6,39.5,5.6,7.0,37.4
"Tauchman, Mike",643565,2024,33,298,350,74,54,12,1,7,47,13.4,0.248,0.366,0.357,0.723,0.118,0.302,29,109,6,56,109,0,,0.237,0.392,0.325,0.332,0.348,0.156,0.011,-0.026,69.3,4.5,12.7,10.1,30.6,24.4,7.0,11,6.7,2.5,42.0,34.2,89.0,15.5,34.9,7.4,4.8,41.0
"Kiermaier, Kevin",595281,2024,34,259,281,51,34,9,3,5,12,4.3,0.197,0.313,0.237,0.55,0.116,0.272,26,81,6,67,116,0,,0.195,0.284,0.241,0.237,0.237,0.089,0.002,0.029,70.4,11.3,12.6,8.0,35.2,22.4,7.1,7,5.5,-0.7,40.9,30.7,86.4,7.3,27.6,3.9,5.0,30.0
"Edman, Tommy",669242,2024,29,139,153,33,21,5,1,6,11,7.2,0.237,0.417,0.294,0.711,0.18,0.257,20,58,6,30,37,0,,0.217,0.327,0.307,0.272,0.277,0.11,0.02,0.09,69.8,8.3,9.0,7.0,38.8,30.2,6.9,5,8.5,0.1,52.9,26.9,87.6,11.4,31.5,3.6,5.4,35.1
"Smith, Pavin",656976,2024,28,137,158,37,17,11,0,9,18,11.4,0.27,0.547,0.348,0.895,0.277,0.28,36,75,1,43,60,0,,0.287,0.534,0.377,0.396,0.369,0.247,-0.017,0.013,73.0,32.1,19.9,16.0,40.4,32.5,7.4,4,11.3,-3.7,53.3,31.3,90.2,13.1,34.9,14.7,2.8,44.0
"Vosler, Jason",613564,2024,30,28,30,5,3,1,1,0,2,6.7,0.179,0.286,0.233,0.519,0.107,0.263,3,8,0,7,10,0,,0.229,0.434,0.229,0.307,0.28,0.205,-0.05,-0.148,71.0,5.7,7.3,5.7,31.7,24.5,7.5,0,18.9,-10.0,43.4,37.8,92.6,16.5,42.1,15.8,10.5,42.1
"Wisdom, Patrick",621550,2024,32,158,174,27,10,7,2,8,10,5.7,0.171,0.392,0.237,0.629,0.221,0.207,23,62,5,39,75,0,,0.183,0.436,0.271,0.294,0.249,0.253,-0.012,-0.044,75.4,56.2,14.7,10.4,27.5,19.5,7.9,9,14.3,-7.3,64.3,31.1,90.9,28.0,23.8,15.8,7.9,48.5
"Mullins, Cedric",656775,2024,29,444,499,104,67,16,3,18,41,8.2,0.234,0.405,0.305,0.71,0.171,0.261,54,180,32,94,147,0,,0.224,0.357,0.31,0.292,0.296,0.133,0.01,0.048,71.0,7.6,10.2,8.5,28.6,23.8,7.5,4,10.5,-3.7,60.6,29.3,87.1,21.5,31.7,4.9,5.4,33.4
"Baddoo, Akil",668731,2024,25,73,82,10,4,2,2,2,8,9.8,0.137,0.301,0.22,0.521,0.164,0.178,5,22,1,13,31,0,,0.194,0.41,0.23,0.299,0.276,0.216,-0.057,-0.109,71.7,29.5,17.6,12.1,36.3,25.0,7.5,6,15.6,-4.3,50.8,30.5,91.1,21.0,25.5,12.8,6.4,46.8
"Moncada, Yoán",660162,2024,29,40,45,11,7,3,1,0,5,11.1,0.275,0.4,0.356,0.756,0.125,0.379,0,16,1,5,12,0,,0.265,0.351,0.333,0.316,0.346,0.087,0.01,0.049,70.0,20.5,11.8,10.3,32.4,28.2,7.0,0,3.2,7.9,25.6,38.8,90.2,6.1,37.9,0.0,10.3,34.5
"Jones, Jahmai",663330,2024,26,42,47,10,7,1,1,1,2,4.3,0.238,0.381,0.304,0.685,0.143,0.36,4,16,1,9,33,0,,0.189,0.329,0.302,0.266,0.26,0.14,0.049,0.052,73.0,28.8,16.2,11.5,35.1,25.0,7.7,1,14.2,-7.8,53.8,31.9,85.2,15.8,29.6,7.4,7.4,40.7
"Melendez, MJ",669004,2024,25,412,451,85,42,23,3,17,35,7.8,0.206,0.4,0.273,0.673,0.194,0.241,44,165,4,91,135,1,,0.237,0.434,0.292,0.321,0.302,0.197,-0.031,-0.034,72.8,32.7,15.1,10.8,29.7,21.2,7.7,14,9.8,-3.6,53.9,29.1,91.1,14.6,29.1,8.4,9.0,45.2
"Fairchild, Stuart",656413,2024,28,209,233,45,29,8,0,8,17,7.3,0.215,0.368,0.286,0.654,0.153,0.261,30,77,13,43,94,0,,0.215,0.392,0.288,0.298,0.287,0.177,0.0,-0.024,70.3,10.1,11.8,7.7,32.7,21.4,7.4,10,14.6,-10.5,58.2,33.4,85.5,20.5,27.6,7.9,5.9,36.8
"Brown, Seth",664913,2024,31,372,400,86,60,11,1,14,25,6.3,0.231,0.379,0.282,0.661,0.148,0.291,44,141,4,89,124,0,,0.23,0.398,0.289,0.298,0.282,0.168,0.001,-0.019,73.3,28.2,14.5,10.5,30.9,22.5,7.2,14,10.0,-6.7,51.1,32.7,90.0,14.6,35.2,8.4,6.9,40.6
"Lowe, Nathaniel",663993,2024,28,486,565,129,96,16,1,16,71,12.6,0.265,0.401,0.361,0.762,0.136,0.324,69,195,2,115,140,1,,0.25,0.386,0.337,0.332,0.35,0.137,0.015,0.015,73.3,29.3,15.2,12.4,28.3,23.0,7.3,23,6.9,7.6,50.3,30.1,88.9,7.7,32.6,5.8,6.8,40.0
"Pinto, René",650907,2024,27,42,49,9,4,3,0,2,4,8.2,0.214,0.429,0.292,0.721,0.215,0.304,6,18,0,5,19,0,,0.187,0.483,0.31,0.335,0.278,0.296,0.027,-0.054,74.6,49.1,21.9,12.7,43.8,25.5,7.5,1,9.7,-3.0,56.4,31.1,93.7,27.6,46.2,19.2,19.2,61.5
"Delay, Jason",641511,2024,29,15,19,3,0,3,0,0,3,15.8,0.2,0.4,0.333,0.733,0.2,0.2,6,6,0,3,7,0,,0.194,0.241,0.324,0.279,0.329,0.047,0.006,0.159,68.8,0.0,0.0,0.0,53.3,47.1,7.4,0,15.3,-11.1,64.7,33.4,83.2,22.4,18.8,0.0,6.3,18.8
"Short, Zack",670097,2024,29,70,88,9,6,3,0,0,14,15.9,0.129,0.171,0.282,0.453,0.042,0.196,5,12,2,23,42,0,,0.17,0.265,0.228,0.276,0.317,0.095,-0.041,-0.094,70.0,3.2,4.4,3.2,30.0,21.8,7.0,2,11.0,-2.4,61.3,34.8,88.6,21.2,34.7,4.1,8.2,26.5
"Soto, Livan",670869,2024,24,13,16,3,2,1,0,0,3,18.8,0.231,0.308,0.375,0.683,0.077,0.3,0,4,0,0,13,0,,0.263,0.359,0.318,0.349,0.401,0.096,-0.032,-0.051,66.5,3.8,0.0,0.0,18.2,15.4,7.0,0,11.4,-1.6,50.0,37.2,85.1,22.1,40.0,10.0,0.0,20.0
"DeLoach, Zach",676113,2024,25,67,75,14,8,5,0,1,8,10.7,0.209,0.328,0.293,0.621,0.119,0.289,5,22,0,12,22,0,,0.214,0.279,0.279,0.269,0.299,0.065,-0.005,0.049,70.1,8.4,9.0,6.9,20.0,15.3,6.8,6,5.0,2.5,33.6,41.0,87.4,3.0,30.4,0.0,4.3,32.6
"Fraley, Jake",641584,2024,29,350,382,97,71,19,2,5,26,6.8,0.277,0.386,0.33,0.716,0.109,0.331,26,135,20,72,116,0,,0.245,0.33,0.314,0.29,0.304,0.085,0.032,0.056,71.8,20.0,7.2,5.7,25.8,20.6,7.1,1,8.3,-6.6,37.1,38.2,84.3,11.1,34.6,3.2,3.5,24.7
"Taylor, Chris",621035,2024,33,213,246,43,31,7,1,4,28,11.4,0.202,0.3,0.298,0.598,0.098,0.289,23,64,5,51,87,0,,0.216,0.345,0.272,0.297,0.311,0.129,-0.014,-0.045,70.0,7.3,7.7,5.6,26.6,19.2,7.2,13,11.9,1.1,47.4,39.3,85.9,16.9,42.9,7.1,6.4,28.6
"Duran, Ezequiel",677649,2024,25,268,285,66,52,11,0,3,14,4.9,0.246,0.321,0.288,0.609,0.075,0.31,20,86,1,63,92,0,,0.215,0.319,0.27,0.258,0.258,0.104,0.031,0.002,72.6,25.3,12.6,9.9,29.0,22.7,7.2,10,6.4,1.0,46.1,25.7,87.1,8.9,28.2,3.4,6.3,35.9
"Sweeney, Trey",700242,2024,24,110,119,24,15,5,0,4,7,5.9,0.218,0.373,0.269,0.642,0.155,0.267,17,41,2,29,36,0,,0.213,0.426,0.279,0.307,0.269,0.213,0.005,-0.053,74.3,43.2,18.6,13.1,32.9,23.1,7.7,2,11.9,-4.3,64.3,29.8,91.1,12.8,27.8,8.9,10.1,46.8
"Malloy, Justyn-Henry",669234,2024,24,202,230,41,25,7,1,8,23,10.0,0.203,0.366,0.291,0.657,0.163,0.297,21,74,1,40,71,0,,0.179,0.341,0.291,0.272,0.27,0.163,0.024,0.025,69.0,4.7,10.1,6.8,27.2,18.2,7.0,10,17.9,-2.0,46.8,41.2,87.6,18.7,31.9,10.9,6.7,37.8
"Goodman, Hunter",696100,2024,24,211,224,40,18,9,0,13,8,3.6,0.19,0.417,0.228,0.645,0.227,0.199,36,88,1,56,70,0,,0.208,0.413,0.274,0.283,0.245,0.205,-0.018,0.004,74.9,50.6,10.9,7.7,22.5,15.8,7.3,7,10.1,-8.6,69.9,24.1,88.2,16.5,32.9,12.8,6.7,39.6
"Ramírez, Harold",623912,2024,29,238,246,62,52,7,1,2,5,2.0,0.261,0.324,0.28,0.604,0.063,0.321,29,77,6,62,73,0,,0.235,0.318,0.265,0.256,0.257,0.083,0.026,0.006,71.7,28.3,11.6,8.2,36.1,25.5,7.3,5,0.8,1.2,24.2,35.3,87.0,-0.2,27.5,3.2,2.1,33.9
"Berroa, Steward",672642,2024,25,37,45,7,6,1,0,0,8,17.8,0.189,0.216,0.333,0.549,0.027,0.304,1,8,6,6,28,0,,0.144,0.191,0.268,0.243,0.296,0.047,0.045,0.025,69.5,5.4,7.3,5.4,26.8,19.6,6.8,1,12.0,-3.7,50.0,33.1,84.7,16.3,26.1,0.0,0.0,21.7
"Jung, Jace",690291,2024,23,79,94,19,14,5,0,0,15,16.0,0.241,0.304,0.362,0.666,0.063,0.38,3,24,0,21,34,0,,0.219,0.294,0.308,0.297,0.343,0.075,0.022,0.01,70.5,10.5,11.3,7.9,25.5,17.8,7.3,5,10.1,4.0,42.8,33.0,86.4,11.0,32.0,4.0,2.0,34.0
"Flores, Wilmer",527038,2024,32,214,242,44,28,12,0,4,20,8.3,0.206,0.318,0.277,0.595,0.112,0.22,26,68,0,58,71,1,,0.22,0.356,0.262,0.292,0.296,0.137,-0.014,-0.038,66.0,2.1,7.7,6.7,34.2,29.7,6.9,6,10.7,-6.1,55.0,31.7,83.5,21.4,36.6,5.9,5.4,27.6
"Gallo, Joey",608336,2024,30,223,260,36,17,9,0,10,32,12.3,0.161,0.336,0.277,0.613,0.175,0.232,27,75,3,68,76,0,,0.171,0.359,0.276,0.288,0.285,0.188,-0.01,-0.023,72.4,22.8,13.6,8.3,32.9,20.0,7.3,2,16.9,-11.5,51.0,31.6,90.5,26.1,32.8,13.1,8.2,43.4
"Moreno, Gabriel",672515,2024,24,305,351,81,57,18,1,5,41,11.7,0.266,0.38,0.353,0.733,0.114,0.303,45,116,3,81,97,1,,0.251,0.393,0.325,0.329,0.342,0.142,0.015,-0.013,70.6,13.0,14.8,12.0,36.0,29.2,7.0,7,6.9,6.8,43.8,33.9,90.0,8.8,33.6,6.6,5.9,41.0
"Fortes, Nick",663743,2024,27,308,335,70,50,16,0,4,11,3.3,0.227,0.318,0.259,0.577,0.091,0.246,29,98,0,72,110,0,,0.224,0.291,0.252,0.246,0.257,0.067,0.003,0.027,71.3,19.4,10.1,8.7,31.2,26.9,7.1,4,2.1,-5.3,32.5,20.3,84.3,15.4,29.0,1.4,2.9,22.6
"Grossman, Robbie",543257,2024,34,208,245,44,33,8,0,3,34,13.9,0.212,0.293,0.322,0.615,0.081,0.275,16,61,3,46,87,0,,0.217,0.315,0.283,0.301,0.33,0.098,-0.005,-0.022,67.5,2.2,7.2,5.6,37.1,28.8,6.5,8,12.1,-4.0,49.2,35.1,86.3,13.3,30.3,3.3,4.6,27.6
"Acuña Jr., Ronald",660670,2024,26,192,222,48,35,8,1,4,27,12.2,0.25,0.365,0.351,0.716,0.115,0.326,15,70,16,44,49,0,,0.256,0.43,0.322,0.35,0.357,0.174,-0.006,-0.065,76.8,73.1,16.9,12.7,29.6,22.3,7.6,10,10.7,4.6,58.8,34.9,92.2,8.5,31.7,9.4,6.5,48.2
"Reetz, Jakson",656883,2024,28,14,15,2,0,1,0,1,1,6.7,0.143,0.429,0.2,0.629,0.286,0.125,1,6,0,1,6,0,,0.161,0.406,0.266,0.268,0.217,0.245,-0.018,0.023,69.4,4.3,14.3,8.7,42.9,26.1,7.2,1,14.7,-8.2,52.2,32.6,85.5,19.3,11.1,11.1,11.1,44.4
"Ohtani, Shohei",660271,2024,29,636,731,197,98,38,7,54,81,11.1,0.31,0.646,0.39,1.036,0.336,0.336,130,411,59,145,159,10,,0.31,0.672,0.431,0.444,0.392,0.363,0.0,-0.026,76.3,64.1,25.8,18.4,38.7,27.5,7.7,10,11.3,-1.7,51.6,35.1,95.8,16.2,37.8,21.5,9.0,60.1
"McGuire, Reese",624512,2024,29,139,158,29,23,3,0,3,13,8.2,0.209,0.295,0.28,0.575,0.086,0.26,18,41,3,32,53,0,,0.22,0.344,0.259,0.284,0.291,0.124,-0.011,-0.049,68.8,6.1,8.2,6.6,27.1,21.7,8.1,5,10.7,-2.7,50.0,30.5,84.0,12.4,29.8,6.7,6.7,26.9
"Rice, Ben",700250,2024,25,152,178,26,13,6,0,7,20,11.2,0.171,0.349,0.264,0.613,0.178,0.186,23,53,0,41,50,0,,0.232,0.463,0.269,0.34,0.32,0.231,-0.061,-0.114,71.4,14.6,10.4,8.1,30.0,23.4,7.4,5,12.2,-4.9,56.6,32.8,90.0,17.7,34.9,15.6,1.8,36.7
"Vilade, Ryan",668723,2024,25,45,49,8,7,0,0,1,2,4.1,0.178,0.244,0.208,0.452,0.066,0.212,5,11,0,14,17,0,,0.228,0.315,0.2,0.251,0.256,0.087,-0.05,-0.071,74.3,45.7,10.1,7.6,24.6,18.5,7.2,1,3.2,-1.3,38.0,33.0,86.2,5.5,25.7,5.7,0.0,37.1
"Canario, Alexander",672744,2024,24,25,28,7,5,1,0,1,2,7.1,0.28,0.44,0.357,0.797,0.16,0.462,2,11,1,7,15,0,,0.197,0.38,0.35,0.295,0.283,0.183,0.083,0.06,78.0,82.5,20.8,12.5,29.2,17.5,8.0,2,9.1,8.0,52.5,33.3,88.0,10.8,28.6,14.3,7.1,42.9
"León, Pedro",694175,2024,26,20,21,2,2,0,0,0,1,4.8,0.1,0.1,0.143,0.243,0.0,0.2,0,2,2,1,7,0,,0.129,0.239,0.117,0.185,0.171,0.11,-0.029,-0.139,77.8,78.9,18.2,10.5,27.3,15.8,8.0,0,12.9,-6.1,52.6,29.3,93.0,16.8,30.0,20.0,0.0,40.0
"Cabbage, Trey",663550,2024,27,86,91,18,9,8,0,1,4,4.4,0.209,0.337,0.253,0.59,0.128,0.333,8,29,1,20,45,0,,0.188,0.358,0.258,0.261,0.233,0.17,0.021,-0.021,75.9,59.5,19.3,11.5,35.2,20.9,7.9,4,13.3,-10.0,38.5,37.4,92.8,7.7,32.7,15.4,5.8,53.8
"Hedges, Austin",595978,2024,31,132,146,20,15,3,0,2,6,4.1,0.152,0.22,0.203,0.423,0.068,0.22,15,29,2,31,66,0,,0.128,0.188,0.191,0.171,0.181,0.061,0.024,0.032,69.8,5.0,6.5,4.5,32.0,22.2,7.4,5,14.0,-7.7,62.4,28.4,84.8,21.4,24.1,1.1,5.7,24.1
"Adell, Jo",666176,2024,25,405,451,84,47,15,2,20,35,7.8,0.207,0.402,0.28,0.682,0.195,0.244,62,163,15,101,130,1,,0.222,0.426,0.296,0.314,0.295,0.204,-0.015,-0.024,76.7,66.0,15.2,11.1,25.1,18.2,7.6,20,4.9,-4.0,42.7,32.8,89.8,15.9,30.5,11.7,7.4,44.7
